Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,Down from 52w high,Up from 52w low,Mkt Cap To Debt Cap,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Market cap to quarterly profit,Market Capitalization
Aban Offshore,523204,ABAN,INE421A01028,Oil,Offshore Support Solution Drilling,21.21,0.27,0.23,97.00,0.06,,-6177.99,-21.61,-8.43,-26875.86,0.27,0.06,247.12,-127.54,-18.30,-27192.16,-5.81,-0.65,-0.06,0.00,,-14019.29,0.95,65.39,17.51,0.11,0.89,0.00,,-4773.23,0.89,-0.40,123.80
ABans Enterprise,512165,,INE365O01028,Metals & Minerals Trading,Trading - Metals,25.00,0.02,-3.12,14.52,1.76,-0.90,2.64,-51.54,34.89,217.40,0.02,1.76,16.31,-1.52,10.74,258.33,-13.97,0.94,2.27,0.00,30.75,-104.58,0.11,41.48,7.25,-0.35,-0.90,10.40,8.72,35.38,-0.90,73.89,174.38
Abans Financial,543712,AFSL,INE00ZE01026,Finance,Holding Company,204.70,0.06,25.55,6.83,4.32,0.37,7.72,-18.02,-4.93,1181.60,0.06,4.32,6.88,0.88,6.77,1279.84,2.06,0.85,2.77,0.00,436.47,-66.14,0.29,24.04,19.50,1.23,-8.74,8.95,7.33,247.99,-8.73,32.34,1036.98
Abate As Indust,531658,,INE454E01013,Healthcare Services,Hospital,12.54,14.03,,118.13,16.71,,213.77,80.89,2.61,169.81,14.03,16.71,173.67,,8.48,181.60,,0.06,,0.00,,-3.91,,52.14,36.75,,-278.35,0.00,43.70,1.91,-278.37,48.56,197.64
Abbott India,500488,ABBOTINDIA,INE358A01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,26993.00,8.54,57.53,26.75,103.78,1.81,36.96,13.51,1.08,4010.91,8.54,103.78,27.73,0.08,0.13,2818.94,24.23,0.07,1.31,71.36,9863.27,2.33,0.03,27.05,2.13,4.79,56.56,44.47,543.07,1170.67,56.69,138.13,57360.13
ABC India,520123,,INE125D01011,Transport Services,Road Transport,66.72,0.22,13.17,19.40,0.71,,17.06,-25.00,7.91,54.43,0.22,0.71,36.44,0.81,6.55,37.85,3.90,0.31,1.96,10.95,27.50,-36.72,0.09,41.96,2.88,1.44,21.45,7.45,,52.89,21.51,-34.09,36.14
Abha Power,,ABHAPOWER,INE0UYG01015,Industrial Products,Castings & Forgings,31.90,0.84,-22.17,7.40,4.97,0.09,37.07,-35.96,-3.38,52.87,0.84,4.97,8.24,,3.15,62.69,-4.73,0.38,1.24,0.00,34.87,-7.62,0.13,42.26,20.60,,23.00,15.28,12.77,14.02,22.98,29.21,59.30
Abhinav Capital,532057,,INE516F01016,Finance,Non Banking Financial Company (NBFC),130.00,20.98,12.38,26.19,21.38,-1.01,513.99,-19.74,6.54,76.98,20.98,21.38,26.19,0.95,0.00,22.07,7.45,0.00,1.31,0.00,125.00,39.97,0.48,27.72,25.79,1.65,-3.97,14.68,42.99,31.96,-3.98,147.57,90.02
Abhinav Leasing,538952,,INE211D01027,Finance,Non Banking Financial Company (NBFC),1.19,0.40,35.70,47.38,0.92,,-83.07,59.26,774.29,6.78,0.40,0.92,50.70,-0.20,110.87,-12.40,1.61,3.75,6.30,0.00,,-419.83,0.16,36.36,22.68,0.09,0.80,25.10,,-2.49,0.80,13.84,5.95
Abhishek Finle.,538935,,INE723C01015,Finance,Non Banking Financial Company (NBFC),42.36,40.71,2922.84,245.14,,604.95,643.75,50.00,160.00,6.07,40.71,,245.14,0.17,0.11,3.13,0.13,0.00,0.93,0.00,,14.38,0.12,43.97,7.05,13.71,-29.52,4.64,6291.88,6.72,-29.61,651.33,19.54
Abhishek Infra.,539544,,INE281P01016,Realty,"Residential, Commercial Projects",7.16,,-5.02,-20.74,,,,44.44,,3.71,,,-20.74,-0.77,-5.86,4.49,-13.74,0.33,1.99,0.00,,-31.49,0.02,18.91,28.55,-0.51,-358.00,-4.45,,8.98,-362.00,-72.40,3.62
Abhishek Integr.,,AILIMITED,INE0CAJ01017,Construction,Civil Construction,26.10,0.54,-44.74,9.60,2.42,0.54,29.71,-55.41,-6.12,10.59,0.54,2.42,10.29,-0.66,8.60,10.74,-2.13,1.08,1.78,0.00,70.30,-69.89,0.03,71.29,9.89,-2.14,13.74,12.99,21.89,14.28,13.78,47.61,15.71
Abirami Fin.,511756,,INE195I01013,Finance,Non Banking Financial Company (NBFC),41.71,,4.73,6.01,,0.64,,-26.67,,19.41,,,6.01,0.67,0.00,18.47,23.57,0.00,1.04,139.66,,81.71,0.83,29.31,16.54,-1.32,-45.05,44.26,53.34,34.19,-45.06,204.82,22.53
ABM Knowledge,531161,,INE850B01026,IT - Software,Software Products,243.10,4.75,57.27,20.83,64.82,-53.41,154.34,124.29,39.22,237.61,4.75,64.82,25.55,0.36,0.00,211.47,3.64,0.08,1.16,17.79,90.59,1.68,0.05,25.20,67.54,3.33,20.54,9.26,87.17,78.96,20.54,253.26,486.25
Abram Food,544422,,INE0ZDY01011,Food Products,Other Food Products,99.95,0.66,-35.68,11.58,7.85,0.09,27.84,33.59,157.81,22.75,0.66,7.85,12.51,,2.14,24.43,-11.33,0.29,1.64,0.00,287.71,-13.47,0.00,33.37,28.14,,-77.57,24.88,35.85,41.56,-76.88,29.43,51.51
Abril Paper,544500,,INE15MX01014,Industrial Products,Other Industrial Products,41.15,0.50,,14.68,,,26.42,87.72,37.34,20.71,0.50,,15.41,,1.13,17.81,,0.07,1.06,0.00,130.93,1.98,0.08,27.68,11.31,,-10.38,20.04,27.84,21.70,-10.36,30.70,32.85
ABS Marine,,ABSMARINE,INE0QRV01016,Transport Services,Shipping,185.00,1.93,-18.95,8.40,4.72,0.03,27.54,63.52,36.31,261.58,1.93,4.72,10.57,-0.34,12.87,569.37,-8.12,1.50,1.34,0.00,300.91,-59.84,0.14,28.57,100.87,1.81,10.14,14.92,15.53,26.40,10.12,14.66,454.18
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1695.85,1.29,-52.74,8.65,26.37,1.92,21.23,-63.88,7.97,19933.35,1.29,26.37,12.32,0.20,0.20,18469.14,-3.39,0.20,1.31,5.87,2004.75,-7.32,0.06,20.13,6.46,1.49,18.61,14.70,20.18,279.14,18.61,84.40,31845.91
Accedere,531533,,INE578B01015,IT - Software,Computers - Software & Consulting,55.21,8.21,-48.15,139.10,,2.15,52.07,-114.29,-26.26,4.36,8.21,,397.43,0.05,3.93,4.92,-12.60,0.13,1.15,0.00,11.27,-0.68,0.05,43.35,0.00,4.27,40.01,-0.25,1765.41,3.52,40.22,-2775.00,27.75
Accel,517494,,INE258C01038,IT - Software,Computers - Software & Consulting,13.95,0.48,7.36,7.82,1.53,-0.89,-4.36,-34.17,11.72,67.84,0.48,1.53,12.31,-0.25,35.22,74.88,8.19,0.98,2.81,93.83,16.68,-80.61,0.07,37.44,16.35,0.54,7.04,9.36,41.76,-1.27,7.04,100.38,80.30
AccelerateBS Ind,543938,,INE0POP01017,IT - Software,Computers - Software & Consulting,148.50,7.40,-148.50,22.07,107.00,,60.00,45.00,-4.53,5.17,7.40,107.00,23.41,,0.03,5.53,-6.45,0.00,1.36,47.12,48.55,6.42,0.05,2.91,121.64,,63.11,36.66,343.13,12.18,63.84,58.70,51.07
Accelya Solution,532268,ACCELYA,INE793A01012,IT - Software,Computers - Software & Consulting,1215.60,3.38,13.71,9.07,25.98,0.85,24.25,-52.92,-2.40,262.83,3.38,25.98,11.16,0.24,0.67,273.92,40.29,0.36,1.55,104.15,979.60,-0.81,0.05,20.39,1.22,1.14,12.53,55.59,110.24,87.48,12.55,93.10,1814.45
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,331.00,2.86,-223.77,14.15,87.29,0.29,44.67,8.86,0.60,246.70,2.86,87.29,15.38,0.11,0.03,215.53,-1.90,0.02,1.11,6.36,355.12,5.70,0.08,12.43,94.40,5.00,32.20,27.13,72.79,51.72,32.19,43.94,794.04
Accord Synergy,,ACCORD,INE113X01015,Telecom - Services,Other Telecom Services,28.00,0.29,-5.03,9.75,28.33,0.55,40.37,496.55,32.92,14.69,0.29,28.33,11.13,0.60,-0.56,14.46,-13.49,0.05,1.30,0.00,28.96,-4.32,0.02,11.53,60.00,0.39,-4.41,-2.51,7.46,38.69,-4.38,8.45,9.72
Accretion Nutraveda,544694,,INE1KVQ01019,,,155.90,7.05,-143.91,31.11,10.09,,46.13,,,3.44,7.05,10.09,33.23,,1.70,9.24,-12.52,,1.45,0.00,,-3.91,0.00,22.26,0.00,,-50.79,49.50,,10.25,-51.07,48.44,112.87
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,67.80,0.91,,5.61,12.60,,46.69,9.70,12.70,43.63,0.91,12.60,5.94,,1.16,47.21,,0.17,2.20,0.00,482.14,-10.35,0.00,33.85,26.02,,13.09,46.36,13.45,34.72,13.11,15.87,75.36
Accuracy Shippi.,544598,ACCURACY,INE648Z01023,Transport Services,Logistics Solution Provider,5.12,0.09,7.09,6.85,1.33,-0.77,7.63,46.34,17.82,121.80,0.09,1.33,11.53,-0.93,28.26,129.59,4.56,1.08,2.46,0.00,4.78,-150.86,0.18,46.72,23.37,0.43,137.69,8.06,17.37,4.27,137.63,128.45,77.07
ACE Alpha Tech,544431,,INE0S9X01011,IT - Software,Computers - Software & Consulting,93.21,9.91,26.40,7.72,,0.04,289.34,47.16,19.26,57.93,9.91,,8.09,,0.00,51.61,22.75,0.00,0.86,0.00,526.95,0.27,0.04,32.46,20.89,,14.79,125.23,34.47,27.14,14.76,21.76,163.66
ACE EduTremd Ltd,530093,,INE715F01014,Other Consumer Services,Education,4.66,,-321.54,-19.36,,,,-500.00,,8.03,,,-19.36,0.00,0.00,2.03,-0.16,0.00,1.55,0.00,,0.23,0.00,0.21,60.69,,-428.72,-3.23,,1.15,-427.00,-35.58,4.27
Ace Engitech,530669,,INE035401020,IT - Services,IT Enabled Services,134.40,,-49.71,-22.20,-51.00,,,-160.00,,-0.09,,-51.00,-22.20,-0.01,0.00,-0.39,-74.87,0.00,8.44,0.00,,0.00,0.00,43.64,15.07,-6.79,-100.80,-61.43,,-4.44,-96.17,-88.77,11.54
Ace Integrated,,ACEINTEG,INE543V01017,Commercial Services & Supplies,Diversified Commercial Services,19.59,9.25,53.52,-6.59,,,437.04,-575.00,-35.29,17.20,9.25,,-6.27,0.30,-0.07,11.23,2.02,0.01,1.10,0.00,,15.41,0.16,34.57,7.87,2.48,-142.73,-1.45,,9.25,-142.79,-79.96,19.99
Ace Men,539661,,INE023R01018,Retailing,Distributors,99.00,,38313.00,12784.00,,,,0.00,,3.87,,,12784.00,0.00,0.00,-0.40,0.09,0.00,1.16,0.00,0.00,0.02,0.00,7.60,85.57,,,1.40,,-0.31,,12785.00,127.85
Ace Soft. Exp.,531525,,INE849B01010,IT - Software,Software Products,220.05,7.48,-34.45,38.17,9.97,0.55,47.12,50.00,5.74,92.45,7.48,9.97,45.77,0.07,2.28,81.77,-17.15,0.14,0.82,0.00,53.81,7.15,0.06,27.20,35.32,-11.88,-40.91,4.61,233.77,12.36,-36.46,196.14,356.98
Achyut Healthcar,543499,,INE0K1401020,Pharmaceuticals & Biotechnology,Pharmaceuticals,5.36,,-15.13,,,,,-100.00,-38.43,31.30,,,,-0.05,0.00,28.99,-26.90,0.00,1.02,0.00,,0.79,0.01,18.42,90.07,-4.28,-31.10,2.72,,0.46,-31.09,,126.24
ACI Infocom,517356,,INE167B01025,IT - Hardware,Computers Hardware & Equipments,1.05,17.31,23.84,-47.83,,,1300.00,92.86,,16.22,17.31,,-47.83,0.80,0.00,8.71,2.93,0.01,1.04,0.00,,-0.17,0.00,58.00,17.98,1.32,-52.74,-1.33,,0.79,-52.73,-1160.00,11.60
Acknit Indus.,530043,,INE326C01017,Textiles & Apparels,Other Textile Products,269.80,0.34,19.35,7.75,3.96,1.47,18.89,-17.54,20.90,89.95,0.34,3.96,9.45,-0.46,6.18,90.29,2.95,0.64,1.87,5.07,391.55,-69.10,0.01,21.57,28.35,1.16,8.05,11.66,9.27,152.87,8.15,58.18,82.03
Acme Resources,539391,,INE636B01011,Finance,Non Banking Financial Company (NBFC),32.89,6.91,-30.66,-104.70,-2.33,,221.88,-429.35,55.24,132.93,6.91,-2.33,-104.70,0.47,3.41,27.23,-1.91,0.84,1.15,0.00,,-121.11,0.06,24.39,8.01,1.65,69.86,6.22,,10.58,69.98,-27.94,84.67
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,230.80,7.13,-16.19,11.14,1.68,0.58,55.06,-1.18,6.21,4783.71,7.13,1.68,14.13,-0.39,51.82,16161.27,-6.49,2.83,3.47,4.80,70.99,-76.01,0.15,28.83,34.26,0.81,9.06,8.03,81.32,17.83,9.06,123.00,13985.81
Acrow India,513149,,INE950D01012,Industrial Products,Iron & Steel Products,735.00,9.43,-140.74,109.37,,19.44,414.63,-188.89,,22.40,9.43,,247.53,-0.05,0.00,22.96,-1.37,0.00,1.15,0.00,81.01,0.00,0.00,9.03,25.39,-4.89,-56.54,0.77,658.56,344.83,-60.31,-588.00,47.04
ACS Tech,530745,,INE366C01021,IT - Services,IT Enabled Services,40.84,1.62,-12.37,22.47,4.14,0.07,33.04,189.02,74.63,101.87,1.62,4.14,26.57,,8.53,95.00,-16.94,0.41,1.44,0.00,20.04,-15.95,0.01,10.83,1145.12,,17.23,7.53,111.80,8.32,17.24,113.27,248.07
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,912.30,3.38,45.75,17.70,25.92,0.45,9.81,29.26,14.83,1782.52,3.38,25.92,18.70,0.17,0.35,1117.96,16.56,0.17,1.51,5.82,989.02,-2.36,0.01,34.37,17.72,3.32,26.37,36.19,157.09,26.45,26.37,93.33,10863.97
Active Clothing,541144,,INE380Z01015,Textiles & Apparels,Garments & Apparels,107.50,0.53,-21.76,9.00,2.19,0.09,14.47,30.99,28.41,82.28,0.53,2.19,11.57,-0.54,13.28,113.85,-4.21,1.47,3.23,0.00,153.82,-72.49,0.00,33.23,30.22,1.90,-16.07,9.51,28.87,29.46,-16.08,59.76,166.73
Active Infra.,,ACTIVEINFR,INE0KLO01025,Realty,"Residential, Commercial Projects",170.00,2.68,42.95,9.97,4.90,0.07,106.59,-21.88,-30.43,115.25,2.68,4.90,11.42,,4.58,132.23,4.46,0.52,1.35,15.84,109.57,0.90,0.12,10.53,15.61,,50.20,14.66,57.44,67.59,50.25,51.05,255.26
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2040.10,13.75,-168.95,39.39,143.45,1.93,46.97,47.82,28.41,1413.64,13.75,143.45,42.84,0.03,0.05,1422.91,-8.86,0.02,1.01,7.74,1016.65,1.35,0.01,3.77,119.36,20.60,141.19,18.83,685.83,69.68,141.14,154.71,16702.60
AD Manum Finance,511359,,INE556D01017,Finance,Non Banking Financial Company (NBFC),53.80,3.24,55.02,3.76,17.36,0.08,10.12,9.17,30.50,87.53,3.24,17.36,3.77,1.32,0.86,1.48,0.88,0.09,1.05,0.00,121.66,-17.79,0.01,39.55,6.53,0.37,80.70,13.85,2.10,1.68,80.70,30.80,40.35
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1032.65,4.68,-372.13,19.12,1.91,2.18,15.67,3.04,2.03,23383.83,4.68,1.91,24.64,-0.19,49.41,50585.22,-0.58,2.02,3.00,0.00,352.65,-35.24,0.02,3.28,61.52,1.88,14.27,9.81,295.05,34.60,14.27,224.60,124050.45
Adani Enterp.,512599,ADANIENT,INE423A01024,Metals & Minerals Trading,Trading - Minerals,2230.95,2.97,-26.02,23.40,1.79,0.98,-1.70,67.72,16.81,54063.25,2.97,1.79,34.55,-0.24,13.67,141738.78,-8.60,2.13,3.56,2.11,615.98,-38.33,0.02,14.61,20.72,2.98,63.90,9.60,409.89,-12.49,62.43,223.61,281753.30
Adani Green,541450,ADANIGREEN,INE364U01010,Power,Power Generation,993.00,13.09,-23.99,22.18,1.29,1.76,-49.32,-99.22,-12.97,19524.00,13.09,1.29,30.91,-0.39,44.05,98927.00,-7.38,4.52,8.19,0.00,201.15,-51.94,0.04,15.79,31.00,2.33,19.56,8.76,829.41,-37.43,19.56,-4754.78,163564.56
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1553.35,9.81,54.18,17.09,4.95,1.04,7.15,-2.48,5.86,67106.39,9.81,4.95,21.76,-0.02,5.14,109335.06,6.00,0.86,2.01,13.63,909.84,-14.31,0.02,1.93,49.89,2.30,20.78,12.08,150.43,11.33,20.78,112.66,357885.51
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,150.15,5.34,32.52,14.87,5.54,0.67,18.02,-14.39,-7.47,58450.59,5.34,5.54,18.68,-0.01,3.80,100654.46,10.18,0.85,1.82,0.00,87.86,-15.02,0.02,17.84,62.50,1.89,13.47,23.53,124.12,5.07,13.47,116.78,289559.62
Adani Total Gas,542066,ATGL,INE399L01023,Gas,LPG/CNG/PNG/LNG Supplier,541.45,10.49,-1243.97,50.48,8.26,10.60,-14.19,-2.96,3.86,4508.95,10.49,8.26,62.52,0.04,3.07,5015.92,-0.86,0.46,1.69,4.20,110.43,-2.66,0.01,32.15,6.79,5.73,61.78,19.80,1226.69,-7.33,61.78,375.35,59549.21
Adarsh Plant,526711,,INE627D01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,32.98,2.25,46.20,-38.29,-4.46,,-3.99,125.00,36.98,0.31,2.25,-4.46,-35.43,-0.10,-4.86,0.11,13.37,17.73,24.16,0.00,,-16.34,0.01,26.55,42.09,3.93,57.28,-0.09,,-0.59,57.35,3269.00,32.69
ADC India,523411,,INE833A01016,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,1385.00,3.45,46.48,24.18,2379.00,0.82,37.59,42.23,4.83,77.01,3.45,2379.00,24.44,0.15,0.00,72.60,19.47,0.04,1.56,56.42,833.19,8.89,0.08,33.73,53.68,4.71,24.57,37.87,286.54,150.80,24.57,103.93,637.12
Adcon Capital,539506,,INE805Q01028,Finance,Non Banking Financial Company (NBFC),0.53,3.39,-1.07,3.71,4.46,0.09,-1171.94,-41.67,-11.83,34.73,3.39,4.46,3.71,-1.64,0.00,-36.33,-29.52,0.00,1.13,0.00,3.78,3.33,0.02,49.52,15.22,-0.14,-8.08,1.95,1.94,-1.83,-8.08,37.54,10.51
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,147.00,4.55,181.73,13.49,59.78,0.23,104.36,15.91,-13.42,95.08,4.55,59.78,13.71,,0.06,78.49,6.16,0.01,1.02,0.00,564.15,2.07,0.02,47.87,47.00,,-1378.13,86.02,73.22,33.73,-1378.50,39.15,330.84
Add-Shop E-Reta.,541865,,INE01B501018,Retailing,E-Retail/ E-Commerce,8.40,0.16,-0.97,8.90,2.93,-0.31,73.59,9.52,13.57,113.29,0.16,2.93,10.44,-2.21,3.97,114.18,-17.91,0.12,1.25,0.00,62.68,-53.77,0.03,39.70,14.60,-0.15,-2.37,16.11,2.90,38.06,-2.37,103.35,23.77
Addi Industries,507852,,INE757C01021,Textiles & Apparels,Garments & Apparels,109.00,,53.51,14.50,536.00,0.34,,-9.52,,80.88,,536.00,14.91,0.52,0.00,44.29,2.81,0.01,1.00,0.00,,53.22,0.51,22.83,199.86,-4.98,53.51,6.17,42.24,36.94,53.50,154.86,117.69
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,105.50,2.23,-19.15,7.27,,0.11,-3.02,23.59,21.87,82.24,2.23,,13.64,0.25,0.00,64.82,-12.08,0.00,1.09,0.00,532.28,0.82,0.15,56.03,17.22,1.85,10.23,205.55,39.27,-1.43,10.24,34.82,167.85
Adeshwar Meditex,543309,,INE0H8J01015,Healthcare Services,"Healthcare Research, Analytics & Technology",21.00,0.45,7.66,9.23,5.25,0.41,52.35,-45.52,-19.73,37.69,0.45,5.25,10.33,0.18,2.95,38.15,8.04,0.16,1.84,0.00,18.58,-10.85,0.07,3.67,57.89,0.86,7.96,9.32,11.71,24.54,7.98,41.52,30.31
ADF Foods,519183,ADFFOODS,INE982B01027,Food Products,Packaged Foods,224.00,3.81,98.72,17.82,44.33,2.64,49.10,-15.20,17.47,528.87,3.81,44.33,20.96,0.08,0.17,569.46,4.75,0.05,1.19,19.36,135.08,1.70,0.03,25.58,33.17,4.33,65.79,17.75,133.58,28.84,65.77,90.54,2460.93
Adhata Global,531286,,INE586D01014,Consumer Durables,Plywood Boards/ Laminates,28.00,2.29,-22.56,36.59,1.40,1.35,33.80,-164.71,-83.73,2.98,2.29,1.40,42.86,-0.15,-12.60,2.18,-11.97,1.77,8.50,0.00,,-38.79,0.01,53.33,1.82,-12.00,-11.44,-14.13,188.63,4.15,-11.48,-29.33,13.20
Adhbhut Infra.,539189,,INE578L01014,Realty,"Residential, Commercial Projects",14.36,26.35,-592.35,238.63,-3.46,,550.00,-3.45,0.00,-7.39,26.35,-3.46,-19.68,-0.21,-5.13,30.34,0.77,-0.44,-3.09,0.00,,-20.68,0.01,39.41,14.70,-158.10,-37.61,99.25,,3.00,-37.64,-52.70,15.81
Adinath Textiles,514113,,INE207C01019,Textiles & Apparels,Other Textile Products,22.90,,-12.59,,,,,-181.82,,2.81,,,-386.50,-0.05,0.11,0.65,-42.21,0.00,1.41,0.00,,1.48,0.01,47.22,48.12,-1.05,-13.31,19.62,,0.15,-13.32,-173.22,15.59
Adit.Birla Money,532974,BIRLAMONEY,INE865C01022,Capital Markets,Stockbroking & Allied,134.75,1.74,-3.42,8.06,1.52,0.36,87.87,40.10,12.27,267.66,1.74,1.52,8.52,-1.11,23.74,427.26,-12.74,6.58,9.71,0.00,116.73,-100.89,1.24,35.44,18.15,-0.28,-6.03,12.12,42.06,68.16,-6.03,45.79,761.46
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,863.15,13.73,42.69,17.75,275.65,2.14,-0.29,11.69,3.63,3564.15,13.73,275.65,18.31,0.21,0.07,112.02,16.58,0.05,1.02,74.40,729.84,-0.29,0.00,5.31,55.12,3.43,35.18,34.51,171.36,-0.19,35.18,91.76,24925.86
Aditya Bir. Fas.,535755,ABFRL,INE647O01011,Retailing,Speciality Retail,70.69,1.09,16.01,14.33,-0.66,,24.97,53.47,19.78,6252.91,1.09,-0.66,-39.94,0.03,-12.43,11893.26,4.15,0.92,2.80,0.00,,-57.72,0.07,33.37,18.21,0.61,5.25,-0.78,,16.17,5.25,-66.67,8627.79
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,345.05,2.04,-3.51,14.54,1.46,1.04,-136.43,9.45,12.81,32185.28,2.04,1.46,14.80,-1.35,45.91,-58350.06,-16.53,4.88,8.40,0.00,210.55,-167.29,0.05,6.57,131.97,-0.45,-3.23,10.18,72.00,-230.70,-3.23,90.93,90320.43
Aditya Consumer,540146,,INE427V01013,Retailing,Diversified Retail,40.00,0.62,12.97,-29.47,-7.16,,10.46,-40.91,-8.17,18.52,0.62,-7.16,-16.84,0.36,-2.03,19.07,15.81,0.42,1.85,0.00,,6.56,0.18,32.20,29.03,0.84,18.08,3.07,,6.76,18.12,-26.98,58.54
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1576.40,5.97,-406.17,71.36,5.44,5.08,25.30,112.83,24.27,1586.48,5.97,5.44,81.12,0.01,0.36,1620.51,-3.92,0.17,2.37,0.00,667.61,-0.45,0.01,9.79,55.36,35.66,682.47,25.12,1099.29,66.83,682.46,265.36,18569.72
Aditya Ispat,513513,,INE570B01012,Industrial Products,Iron & Steel Products,10.39,0.18,0.93,-32.61,-1.35,,-6.02,54.64,-5.75,5.89,0.18,-1.35,-12.91,-3.32,-33.62,18.64,15.94,4.41,5.33,0.00,,-469.60,0.03,12.69,25.79,0.18,0.93,-0.24,,-3.52,0.92,-12.64,5.56
Aditya Spinners,521141,,INE122D01026,Textiles & Apparels,Other Textile Products,18.25,0.48,10.07,19.26,-0.15,,0.67,88.89,-7.02,45.77,0.48,-0.15,-191.83,0.00,-8.54,53.56,4.79,0.34,1.48,0.00,,-50.74,0.00,29.94,18.28,0.49,18.47,4.46,,0.26,18.52,-1527.50,30.55
Aditya Ultra,,AUSL,INE01YQ01013,Industrial Products,Iron & Steel Products,23.00,0.12,-4.59,9.60,1.80,0.47,12.85,-85.23,-32.41,100.19,0.12,1.80,10.83,-1.48,9.61,106.46,-8.94,1.61,1.73,0.00,32.28,-257.61,0.15,52.38,7.73,-1.62,-1.30,13.47,6.87,23.70,-1.30,93.66,57.13
Aditya Vision,540205,AVL,INE679V01027,Retailing,Speciality Retail,512.35,2.61,-153.09,30.13,4.97,1.30,18.89,114.70,41.83,638.94,2.61,4.97,36.44,-0.04,3.91,768.83,-4.62,0.65,1.80,13.42,234.98,-4.40,0.02,14.42,56.39,66.65,-162.04,22.04,608.33,37.07,-162.09,232.56,6616.37
Adjia Tech,543269,,INE0G0V01018,IT - Software,Computers - Software & Consulting,53.42,19.58,480.78,23.60,,1.84,412.50,-142.86,-100.00,2.20,19.58,,47.20,-0.09,1.00,2.05,0.44,0.02,1.04,0.00,47.65,0.64,0.02,0.78,33.55,-2.51,480.78,-1.46,125.73,11.00,470.00,-78.33,4.70
Adline Chem Lab,524604,,INE276T01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,14.05,,-62.68,122.50,0.62,14.32,,14.29,,-1.61,,0.62,122.50,-0.23,-12.69,0.08,2600.00,-1.03,-0.04,0.00,,-19.34,0.01,26.36,84.87,-7.00,-35.43,5.90,,0.14,-35.74,-137.00,8.22
Admach Systems,544669,,INE0XLO01010,Industrial Manufacturing,Industrial Products,222.00,2.49,-31.89,11.85,10.28,0.08,36.36,5.91,-10.70,26.54,2.49,10.28,12.52,,1.13,26.65,-17.52,,2.08,0.00,,-4.82,0.01,9.39,20.00,,335.47,29.32,,32.25,334.13,33.56,150.36
Ador Welding,517041,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1086.50,1.67,,15.00,38.85,1.28,20.56,6.84,2.50,492.51,1.67,38.85,17.78,,0.03,439.45,,0.23,1.36,57.95,407.60,-2.48,0.03,13.77,39.83,,13.79,20.28,102.68,133.62,13.79,60.90,1890.81
Adroit Info.,532172,ADROITINFO,INE737B01033,IT - Services,IT Enabled Services,9.77,1.15,-9.47,20.13,1.20,,103.30,97.40,25.26,76.60,1.15,1.20,41.72,-0.34,32.59,76.05,-8.62,0.29,0.96,0.00,12.19,-38.88,0.03,48.44,20.62,5.23,-46.45,11.58,,8.77,-46.43,34.82,52.93
Adtech Systems,544185,,INE257C01014,Industrial Manufacturing,Industrial Products,62.79,1.63,,9.64,41.47,0.35,96.16,169.70,54.49,53.93,1.63,41.47,10.69,,0.00,55.01,11.84,,1.18,28.11,,10.80,0.10,37.18,19.15,,,11.33,,,11.69,42.03,74.82
