Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return over 3months,Return over 6months,Is SME,Is not SME,Volume 1month average,Volume 1week average,Volume,Low price,High price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Kuwer Industries,530421,,INE430F01010,Chemicals & Petrochemicals,Commodity Chemicals,9.72,-21.49,-13.60,0,1,2739,1350,138,8.50,16.75,52.70,2.33,7.52,1.04,-2.70,10.68,12.02,10.72,12.04,45.98,-0.36,-0.39,-0.43,-0.44,5.65,4.17,14.22,5435,12.13,2.56,8.82
KVS Castings,544554,,INE163701019,Industrial Products,Castings & Forgings,55.00,-21.60,,1,0,9833,9000,2000,48.05,86.00,86.00,48.05,6.80,0.00,-5.48,61.80,67.05,62.07,67.17,42.87,-3.13,-3.36,-3.18,-3.20,,,,109308,,,103.14
Kwality Pharma,539997,,INE552U01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,1137.20,17.07,6.37,0,1,12325,15545,24221,596.05,1235.00,1235.00,20.42,-2.52,-4.73,3.83,1066.17,973.16,1063.28,971.51,55.16,24.57,25.50,20.05,18.92,61.99,46.66,82.61,18676,54.57,,1179.98
L G Balakrishnan,500250,LGBBROSLTD,INE337A01034,Auto Components,Auto Components & Equipments,1862.20,5.80,51.36,0,1,49733,46684,41255,1080.00,2096.95,2096.95,17.88,1.79,0.37,-2.11,1775.30,1560.61,1771.75,1557.58,57.32,12.30,7.47,-6.71,-11.46,45.62,41.06,40.99,66287,24.50,24.87,5939.01
L T Foods,532783,LTFOODS,INE818H01020,Agricultural Food & other Products,Other Agricultural Products,413.40,0.77,-7.26,0,1,897556,1566324,1112412,288.25,518.55,518.55,2.55,-2.17,1.10,13.65,386.31,401.57,385.20,401.45,61.80,8.50,6.98,0.95,-0.94,8.29,56.04,51.53,955213,43.25,36.39,14355.44
L. T. Elevator,544518,,INE0TJ801010,Industrial Manufacturing,Industrial Products,178.60,13.76,,1,0,46160,71600,57600,125.33,236.00,236.00,125.33,-3.95,-6.95,-19.48,192.15,166.77,192.71,166.65,37.68,-5.91,-5.34,-3.77,-3.23,,,,144898,,,342.25
L.K.Mehta Poly.,544366,,INE0FFF01017,Industrial Products,Plastic Products - Industrial,43.99,-11.67,-9.86,1,0,2133,1600,1600,42.00,71.10,71.10,42.00,4.49,4.49,4.74,47.60,56.23,47.75,56.35,44.07,-1.88,-2.09,-1.84,-1.83,,,,11462,,,16.89
L&T Finance Ltd,533519,LTF,INE498L01015,Finance,Non Banking Financial Company (NBFC),294.00,0.62,45.49,0,1,7369664,4279815,3838889,131.05,329.45,329.45,37.29,-0.96,2.40,-0.73,292.05,250.67,291.97,250.23,51.84,-2.83,-3.58,-4.10,-4.41,108.56,45.68,25.55,7135811,14.42,20.33,73605.48
L&T Technology,540115,LTTS,INE010V01017,IT - Services,IT Enabled Services,3903.10,-6.10,-6.04,0,1,90516,60136,42069,3654.00,5324.30,6000.00,671.00,0.05,2.38,-9.57,4103.62,4324.71,4111.80,4328.95,44.21,-113.71,-127.10,-143.34,-150.75,-26.07,2.62,8.47,112205,14.50,,41371.35
La Opala RG,526947,LAOPALA,INE059D01020,Consumer Durables,Glass - Consumer,204.79,-8.95,-13.65,0,1,39448,41165,34894,187.37,287.00,487.00,1.36,-0.10,1.80,2.43,203.81,232.26,203.77,232.54,60.48,0.07,-0.48,-1.82,-2.30,-19.26,-18.46,-0.45,115096,-0.31,-3.09,2273.17
La Tim Metal & I,505693,,INE501N01020,Metals & Minerals Trading,Trading - Metals,9.68,-19.00,24.10,0,1,73195,125832,124892,7.21,14.23,39.80,0.85,6.73,10.00,11.91,9.39,10.22,9.38,10.23,62.06,-0.11,-0.20,-0.26,-0.30,-21.43,6.65,22.49,154270,16.87,18.52,126.45
Labelkraft Tech.,543830,,INE0NLJ01011,"Paper, Forest & Jute Products",Paper & Paper Products,50.00,-1.48,-15.25,1,0,3429,0,0,45.60,69.00,96.00,45.60,0.00,0.00,2.04,57.68,65.41,57.99,65.57,43.31,-3.23,-3.49,-3.53,-3.61,-26.47,,,3318,,,16.22
Lactose (India),524202,,INE058I01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,102.36,-5.13,5.96,0,1,10397,26446,49676,84.27,173.80,247.40,0.57,1.34,0.59,3.29,104.62,114.94,104.71,115.07,51.83,-1.11,-1.44,-2.14,-2.39,-40.28,26.35,34.97,8535,13.38,2.73,128.86
Ladam Affordab.,540026,,INE213U01019,Realty,"Residential, Commercial Projects",5.89,-22.91,-6.51,0,1,3320,2052,6733,5.10,9.13,16.65,2.24,-9.94,-10.76,-6.80,6.61,6.96,6.64,6.97,42.07,-0.10,-0.06,-0.12,-0.12,-6.80,7.81,9.16,1858,10.17,,10.78
Ladderup Finance,530577,,INE519D01015,Finance,Non Banking Financial Company (NBFC),53.05,-20.76,-3.55,0,1,976,345,123,40.80,82.50,82.50,2.00,-1.34,1.05,-8.53,56.79,56.86,56.95,56.90,45.44,-1.27,-1.27,-1.27,-1.27,-13.44,32.80,31.92,2355,8.48,13.77,56.25
Laddu Gopal,537707,,INE546I01025,Realty,"Residential, Commercial Projects",0.94,-43.03,-71.17,0,1,652241,366947,161437,0.83,5.20,14.23,0.83,1.08,2.17,-10.48,1.05,1.93,1.06,1.94,45.68,-0.03,-0.04,-0.04,-0.04,-69.08,-55.67,-38.65,1394931,-25.87,-14.20,12.67
Laffans Petroch,524522,,INE919B01011,Chemicals & Petrochemicals,Trading - Chemicals,27.29,-13.39,-20.94,0,1,3328,1207,1957,23.00,41.78,81.80,6.33,7.44,1.45,-6.70,29.02,33.74,29.09,33.81,49.56,-1.00,-1.18,-1.37,-1.46,-34.52,-11.30,12.48,4740,5.79,12.37,21.83
Lagnam Spintex,,LAGNAM,INE548Z01017,Textiles & Apparels,Other Textile Products,78.94,7.86,-11.92,0,1,8872,14142,13934,64.60,138.10,175.76,6.60,-1.21,3.07,14.11,72.66,85.58,72.41,85.64,64.27,1.60,1.19,0.22,-0.13,-28.88,8.86,39.86,19191,25.22,,139.48
Lahoti Overseas,531842,,INE515C01023,Commercial Services & Supplies,Trading & Distributors,50.81,-8.45,16.80,0,1,27599,17152,24938,29.01,67.80,67.80,1.65,2.11,2.83,-0.33,50.01,48.92,49.98,48.90,56.51,-0.29,-0.55,-0.92,-1.07,23.69,19.40,25.61,30685,13.92,17.42,148.22
Lak. Electrical,504258,,INE284C01018,Electrical Equipment,Other Electrical Equipment,750.90,-7.28,-21.60,0,1,1044,1049,761,646.10,1266.00,2175.00,84.60,-0.46,-1.81,-0.46,768.66,893.03,769.38,894.46,46.74,-0.44,0.26,0.56,0.81,-17.41,-3.29,19.27,1497,6.10,8.70,184.72
Lak. Fin. & Indl,,LFIC,INE850E01012,Finance,Investment Company,141.27,-30.06,-30.03,0,1,8642,34063,7980,112.99,250.50,372.00,32.25,-5.51,3.68,-7.54,157.69,187.58,158.36,188.04,46.58,-6.16,-6.85,-9.29,-10.08,-24.00,6.68,9.87,9441,6.67,,42.38
Lak. Prec. Screw,506079,LAKPRE,INE651C01018,Auto Components,Auto Components & Equipments,4.96,-7.81,-28.22,0,1,2695,8195,246,3.87,7.64,160.40,1.10,-3.88,-8.32,2.48,5.22,5.22,5.23,5.22,45.37,0.01,0.03,0.02,0.02,-5.34,-2.49,-2.57,3863,-8.52,-18.97,5.43
Lake Shore,519612,,INE734D01010,Food Products,Packaged Foods,77.99,-22.21,-23.28,0,1,1009,247,196,35.00,121.33,121.33,4.16,0.05,4.70,-10.77,81.69,81.96,81.84,82.00,50.86,-2.83,-3.42,-4.20,-4.54,60.80,35.28,34.45,3997,26.04,18.94,27.30
Lakhotia Poly.,535387,,INE191O01010,Textiles & Apparels,Other Textile Products,59.12,-39.15,45.44,0,1,2120,3392,2679,33.58,185.70,185.70,7.50,4.16,-3.43,-19.29,70.15,67.19,70.60,67.27,39.40,-3.69,-3.73,-3.31,-3.21,40.73,41.43,47.99,3447,30.81,21.95,61.92
Lakshmi Engg.,505302,,INE718M01022,Industrial Manufacturing,Industrial Products,2100.00,-3.90,-6.72,0,1,28,19,12,1805.00,2787.00,3575.90,37.50,5.00,5.58,2.15,2097.52,2207.29,2097.42,2208.37,53.83,-32.29,-44.54,-49.43,-53.71,5.66,45.84,33.30,87,24.26,16.35,140.44
Lakshmi Mills,502958,,INE938C01019,Textiles & Apparels,Other Textile Products,7388.00,-13.08,-22.84,0,1,79,36,12,4900.05,10059.00,10059.00,521.05,0.52,-0.32,-2.94,7699.13,7831.66,7711.83,7836.12,46.53,-117.57,-129.23,-152.94,-161.78,23.13,23.12,30.43,128,15.10,13.40,514.20
Lakshya Powertec,,LAKSHYA,INE0VZS01015,Construction,Civil Construction,117.00,-21.74,-16.28,1,0,7832,7733,11200,102.25,225.90,376.95,102.25,-2.09,2.36,-1.64,119.11,147.98,119.19,148.29,50.49,-1.45,-1.76,-2.32,-2.53,-47.73,,,22263,,,117.98
Lambodhara Text.,590075,LAMBODHARA,INE112F01022,Textiles & Apparels,Other Textile Products,113.01,-14.86,-6.97,0,1,23932,19667,34837,96.31,162.70,560.00,4.45,-3.94,-5.65,1.35,116.90,129.26,117.05,129.42,49.41,-0.26,-0.28,-1.93,-2.35,-17.99,-7.33,20.19,40030,17.02,0.71,117.28
Lamosaic India,,LAMOSAIC,INE0R0201012,Consumer Durables,Plywood Boards/ Laminates,29.70,-24.91,-17.84,1,0,5788,3200,1800,24.50,57.25,172.20,24.50,-0.50,1.89,-12.26,32.99,45.78,33.12,45.95,38.94,-1.30,-1.39,-1.49,-1.54,-48.35,,,15378,,,30.70
Lancer Containe.,539841,LANCER,INE359U01028,Transport Services,Logistics Solution Provider,11.29,-28.09,-11.66,0,1,256812,307637,443288,10.56,28.95,110.00,0.44,-0.79,-9.39,-5.60,12.41,16.25,12.45,16.30,42.29,-0.32,-0.32,-0.40,-0.42,-60.62,-43.75,15.55,666463,19.90,,282.70
Lancor Holdings,509048,LANCORHOL,INE572G01025,Realty,"Residential, Commercial Projects",28.79,-6.16,36.77,0,1,74090,94478,19705,19.01,33.80,63.00,1.43,-3.94,4.12,21.58,26.37,26.01,26.27,25.99,61.60,1.06,1.08,0.78,0.71,6.83,13.04,46.68,203834,14.99,4.77,211.75
Landmarc Leisur.,532275,,INE394C01023,Finance,Non Banking Financial Company (NBFC),2.14,-29.14,-6.14,0,1,61556,37757,33418,1.14,3.73,7.04,0.14,-2.28,-5.31,-17.05,2.45,2.38,2.47,2.39,37.74,-0.10,-0.10,-0.09,-0.09,39.87,30.63,,126546,25.35,14.14,209.72
Landmark Cars,543714,LANDMARK,INE559R01029,Automobiles,Auto Dealer,441.85,-22.01,-16.60,0,1,354516,73762,127330,306.05,674.70,905.00,306.05,3.28,3.67,-0.87,454.36,516.94,454.87,517.70,55.20,-8.90,-12.25,-17.92,-20.18,-6.30,-11.89,,158926,,,1832.13
Landmark Global,544341,,INE12QA01010,Leisure Services,"Tour, Travel Related Services",45.00,-0.75,-27.41,1,0,8889,8000,17600,39.00,77.76,78.75,39.00,-2.17,-1.64,-9.89,49.04,55.53,49.20,55.64,44.20,-1.43,-1.46,-1.74,-1.82,-21.23,,,43347,,,92.75
Landmark Prop.,533012,LPDC,INE197J01017,Realty,Real Estate related services,6.67,-10.11,-13.04,0,1,41424,21094,13345,5.55,10.16,200.00,0.75,0.76,1.06,-2.91,6.88,7.73,6.88,7.74,50.16,-0.10,-0.11,-0.15,-0.16,-23.07,0.61,27.24,81596,7.97,7.79,89.47
Larsen & Toubro,500510,LT,INE018A01030,Construction,Civil Construction,4169.00,4.16,13.38,0,1,2507485,1811124,2010143,2965.30,4195.00,4195.00,102.11,1.35,2.00,3.73,3972.13,3796.41,3964.10,3792.66,65.06,33.61,20.88,-4.74,-14.32,28.69,24.43,22.34,1959124,19.24,19.49,573492.45
Lasa Supergeneri,540702,LASA,INE670X01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,8.88,-16.31,-8.92,0,1,61823,37499,62593,8.16,25.55,214.90,8.16,-0.67,-0.56,-14.45,9.63,12.38,9.66,12.41,40.29,-0.26,-0.26,-0.23,-0.22,-63.71,-30.32,-34.56,150305,-10.30,,44.49
Last Mile Enter.,526961,,INE404B01022,Finance,Non Banking Financial Company (NBFC),6.27,-53.28,-56.25,0,1,1195275,980328,169515,6.00,30.99,98.01,1.21,0.48,-2.49,-22.50,8.48,15.98,8.57,16.08,25.42,-0.71,-0.74,-0.81,-0.83,-79.04,-19.90,22.42,280046,,15.22,223.07
Latent View,543398,LATENTVIEW,INE0I7C01011,IT - Software,Computers - Software & Consulting,413.05,-14.38,3.57,0,1,1400474,509725,509650,340.40,517.50,755.00,305.25,-2.32,-5.05,-5.89,439.59,438.59,440.67,438.85,43.16,-5.57,-4.76,-7.75,-8.30,-2.93,4.28,,758978,,,8547.04
Latteys Industri,,LATTEYS,INE262Z01023,Industrial Products,"Compressors, Pumps & Diesel Engines",22.50,-15.76,16.52,0,1,79293,49084,58677,16.00,37.00,51.90,2.82,2.18,2.93,-1.45,22.49,23.10,22.49,23.11,52.49,-0.21,-0.30,-0.29,-0.31,-5.94,-12.03,42.94,105534,25.85,,129.37
Laurus Labs,540222,LAURUSLABS,INE947Q01028,Pharmaceuticals & Biotechnology,Pharmaceuticals,966.35,-3.08,12.41,0,1,2474840,1354250,1222354,512.05,1141.00,1141.00,59.00,-1.94,-1.42,-7.37,1008.03,883.13,1009.73,882.29,42.29,-23.15,-23.74,-21.52,-21.11,58.89,41.64,20.80,2230925,46.47,,52169.04
Laxmi Cotspin,,LAXMICOT,INE801V01019,Textiles & Apparels,Other Textile Products,17.00,-19.01,-32.59,0,1,75680,80834,259645,12.16,33.00,42.38,5.80,19.97,25.93,5.85,16.64,21.83,16.62,21.88,61.56,-0.71,-1.03,-1.14,-1.24,-36.19,-7.53,11.20,40977,4.98,,29.15
Laxmi Dental,544339,LAXMIDENTL,INE0WO601020,Healthcare Equipment & Supplies,Medical Equipment & Supplies,226.62,-27.21,-34.61,0,1,291141,180769,208760,180.30,509.95,584.00,180.30,2.37,5.43,-7.33,241.68,327.07,242.30,328.08,52.05,-10.26,-12.59,-14.72,-15.84,-47.97,,,389773,,,1245.55
Laxmi Goldorna,,LGHL,INE258Y01016,Consumer Durables,"Gems, Jewellery And Watches",298.85,6.26,2.73,0,1,107552,103764,93085,192.75,399.59,399.59,5.21,0.30,4.64,1.74,287.00,280.10,286.51,279.92,57.46,2.23,1.30,-1.07,-1.89,19.94,216.34,116.73,64296,,,1497.02
Laxmi India Fin.,544465,LAXMIINDIA,INE06WU01026,Finance,Non Banking Financial Company (NBFC),104.93,-28.95,-20.42,0,1,487379,1336186,1076068,85.01,180.90,180.90,85.01,4.80,4.64,-5.79,112.61,130.44,112.92,130.70,51.36,-5.29,-6.43,-7.30,-7.81,,,,1615009,,,548.45
Laxmi Organic,543277,LXCHEM,INE576O01020,Chemicals & Petrochemicals,Specialty Chemicals,152.53,-19.00,-16.64,0,1,468536,523863,605047,133.50,241.00,628.05,133.50,-0.27,3.16,1.49,158.61,186.76,158.86,187.11,52.84,-3.20,-4.05,-5.48,-6.04,-24.88,-17.29,,923486,,,4227.34
Laxmipati Engg,537669,,INE920P01019,Industrial Manufacturing,Ship Building & Allied Services,260.00,-19.00,-35.33,1,0,1462,3000,3000,167.90,452.30,452.30,24.80,-3.70,-3.70,-23.85,326.22,233.71,328.92,233.44,33.53,-23.18,-21.64,-16.54,-14.87,8.27,,41.15,2612,,23.90,149.50
LCC Infotech,532019,LCCINFOTEC,INE938A01021,Other Consumer Services,Education,5.23,28.19,5.23,0,1,99905,111471,164789,3.64,7.74,11.75,0.15,-4.74,3.36,-6.44,4.92,5.10,4.91,5.10,53.40,0.13,0.14,0.13,0.13,-30.64,36.64,,139221,,,66.21
Le Lavoir,539814,,INE204S01012,Commercial Services & Supplies,Trading & Distributors,223.25,-7.63,-19.97,0,1,1531,891,628,142.10,374.60,432.50,9.30,-4.96,-6.59,15.23,226.32,250.52,226.45,250.79,48.19,7.92,9.78,9.54,9.94,-23.14,99.42,44.04,2554,47.50,,107.63
Le Merite Export,,LEMERITE,INE0G1L01017,Textiles & Apparels,Other Textile Products,463.15,-6.97,42.68,0,1,62965,62278,64873,280.00,537.85,537.85,37.80,-0.95,-1.28,0.31,468.12,408.47,468.32,407.92,48.25,-2.62,-2.90,-4.90,-5.47,55.39,98.80,,41813,,,1159.43
Le Travenues,544192,IXIGO,INE0HV901016,Leisure Services,"Tour, Travel Related Services",217.87,-21.54,-18.88,0,1,3918450,1229325,719623,117.00,339.15,339.15,117.00,1.39,4.36,2.26,233.91,232.58,234.56,232.73,47.45,-7.31,-8.26,-8.96,-9.37,57.48,,,3543135,,,9533.54
Lead Financial S,531288,,INE531D01010,Finance,Non Banking Financial Company (NBFC),15.00,-14.82,-1.32,0,1,134,6,1,13.32,27.83,80.00,3.62,-4.94,-13.99,-22.68,18.32,18.95,18.45,18.99,31.00,-0.56,-0.33,0.10,0.26,-41.63,-12.64,27.63,322,16.18,10.82,4.95
Lead Reclaim,,LRRPL,INE0H4B01011,Industrial Products,Rubber,63.10,-28.38,-27.14,1,0,4594,8625,24000,48.60,99.50,121.65,25.00,-4.61,-5.04,-7.75,72.62,74.95,73.00,75.06,37.10,-2.77,-2.66,-2.63,-2.60,-9.01,,,6292,,,54.52
Leading Lea. Fin,540360,,INE715Q01029,Finance,Non Banking Financial Company (NBFC),3.55,-33.27,-48.02,0,1,1098018,801492,560154,2.81,7.44,12.31,0.50,0.28,-0.84,-6.33,3.84,5.05,3.85,5.07,49.29,-0.11,-0.13,-0.16,-0.17,-48.10,-2.67,2.88,1940135,8.62,,200.07
Lee & Nee Soft.,517415,,INE791B01014,IT - Services,IT Enabled Services,8.32,-16.21,-18.43,0,1,30091,7200,8254,7.00,12.78,30.95,0.74,-0.95,0.85,2.84,8.51,9.48,8.52,9.49,50.67,-0.02,-0.03,-0.08,-0.10,-28.09,1.36,32.73,18429,31.10,12.78,46.40
Leela Palaces Hotels,544408,THELEELA,INE0AQ201015,Leisure Services,Hotels & Resorts,443.70,1.84,1.02,0,1,705353,169500,284559,381.05,475.00,475.00,381.05,0.20,-0.08,2.52,425.46,426.01,424.71,425.83,58.88,4.91,4.24,2.48,1.87,,,,639733,,,14817.71
Lehar Footwears,532829,,INE976H01018,Consumer Durables,Footwear,234.75,-5.87,-15.69,0,1,13810,9516,25741,193.00,322.20,322.20,2.65,2.49,5.06,-0.19,233.19,242.00,233.13,242.07,53.93,-0.69,-1.20,-0.53,-0.49,-4.20,39.65,63.00,19228,36.34,19.57,415.01
Lemon Tree Hotel,541233,LEMONTREE,INE970X01018,Leisure Services,Hotels & Resorts,132.87,-14.38,-8.52,0,1,4396146,4621855,6553875,110.55,180.68,180.68,13.80,2.40,2.86,-12.59,143.38,149.75,143.80,149.92,44.68,-5.43,-6.10,-6.60,-6.89,2.91,19.94,25.96,3572598,8.94,,10526.58
Lenskart Solut.,544600,LENSKART,INE956O01016,Retailing,Speciality Retail,475.40,18.81,,0,1,1590035,1713766,2295325,355.70,495.00,495.00,355.70,2.47,5.03,4.44,440.22,418.91,438.79,418.34,61.81,6.19,4.55,3.71,3.09,,,,6415913,,,82475.73
Leo Dryfruits,544329,,INE0RH001011,Food Products,Other Food Products,57.50,-20.02,-27.64,1,0,113200,98500,178000,45.19,91.00,91.00,45.19,4.00,-2.38,6.32,61.85,67.03,62.03,67.13,44.92,-1.33,-1.39,-1.57,-1.62,8.49,,,41167,,,102.88
Lerthai Finance,502250,,INE347D01011,Other Construction Materials,Other Construction Materials,553.00,-15.51,-2.97,0,1,62,93,21,302.00,774.00,774.00,50.00,4.74,-5.47,-2.12,558.81,523.05,559.05,522.75,49.87,0.01,0.06,-0.67,-0.84,26.46,12.73,16.61,46,9.08,4.09,38.71
Lesha Industries,533602,,INE050L01048,Commercial Services & Supplies,Trading & Distributors,0.81,-22.12,-32.50,0,1,216667,206124,336797,0.74,1.63,23.80,0.36,0.00,-1.22,-10.00,0.90,1.14,0.90,1.14,38.82,-0.03,-0.03,-0.04,-0.04,-37.69,-39.57,5.15,303812,0.73,-0.48,23.05
Lexoraa Ind,531944,,INE185D01015,Industrial Manufacturing,Industrial Products,18.10,37.23,35.07,0,1,3487,2121,1514,10.93,19.28,33.59,1.34,2.20,-2.06,21.72,15.99,15.67,15.91,15.64,61.09,0.91,0.95,1.01,1.03,17.15,57.64,41.15,1801,,15.46,7.11
Lexus Granito,,LEXUS,INE500X01013,Consumer Durables,"Furniture, Home Furnishing",33.06,14.79,10.13,0,1,86499,354292,788690,22.32,40.95,134.10,4.55,3.47,35.55,29.49,26.67,30.10,26.41,30.07,75.90,0.71,0.17,-0.17,-0.38,-12.77,-20.88,13.31,33078,8.11,,67.74
LG Electronics,544576,LGEINDIA,INE324D01010,Consumer Durables,Household Appliances,1542.10,-7.84,,0,1,769588,501181,854837,1300.40,1749.00,1749.00,1300.40,1.37,1.04,11.00,1497.59,1604.03,1495.77,1604.65,62.50,12.06,6.94,-7.78,-12.73,,,,2267201,,,104673.49
LGB Forge,533007,,INE201J01017,Auto Components,Auto Components & Equipments,7.78,-22.74,-21.89,0,1,125352,176858,330559,6.00,14.00,23.90,0.84,5.28,12.10,7.46,7.60,9.29,7.59,9.31,60.68,-0.09,-0.17,-0.27,-0.32,-38.45,-7.09,12.07,118248,15.72,4.31,185.32
LGT Business,544489,,INE191201016,Leisure Services,"Tour, Travel Related Services",59.38,9.15,,1,0,10320,5400,3600,37.76,85.60,85.60,37.76,-4.53,-9.05,-17.00,65.48,67.30,65.73,67.38,40.88,-2.74,-2.65,-2.60,-2.57,,,,54860,,,55.66
Libas Consumer,,LIBAS,INE908V01012,Textiles & Apparels,Garments & Apparels,11.04,-5.80,-9.43,0,1,60053,163334,21730,9.56,15.70,65.85,9.56,-4.00,8.98,2.60,10.79,12.13,10.78,12.14,56.91,0.09,0.06,-0.08,-0.13,-20.23,-12.89,-18.22,59420,-15.29,,29.08
Liberty Shoes,526596,LIBERTSHOE,INE557B01019,Consumer Durables,Footwear,287.65,-7.55,-4.89,0,1,56841,64950,55579,210.05,474.80,569.75,31.45,0.99,5.71,16.15,269.64,321.58,268.90,321.93,64.56,3.38,1.35,-2.93,-4.51,-28.45,5.36,15.21,42343,9.73,8.31,490.16
Libord Finance,511593,,INE212B01011,Finance,Non Banking Financial Company (NBFC),18.00,-24.53,1.87,0,1,792,186,152,13.50,31.89,34.79,0.90,-0.61,-5.26,-3.95,18.98,19.23,19.02,19.24,45.88,-0.22,-0.20,-0.29,-0.31,-24.34,35.66,25.21,3049,8.76,9.40,28.26
Libord Securitie,531027,,INE267E01019,Finance,Other Financial Services,16.36,-37.56,-7.52,0,1,593,218,50,15.31,28.63,43.91,1.25,0.00,0.06,-5.16,19.11,21.30,19.22,21.35,39.13,-0.92,-0.94,-0.90,-0.90,-32.28,5.66,9.70,966,8.91,8.86,8.18
LIC Housing Fin.,500253,LICHSGFIN,INE115A01026,Finance,Housing Finance Company,522.55,-7.99,-8.20,0,1,2189224,2326980,969854,483.50,646.60,827.00,24.03,-0.21,1.33,0.73,529.77,560.87,530.07,561.26,50.49,-3.75,-4.54,-5.51,-5.95,-4.05,11.41,3.38,1659454,2.43,2.49,28743.54
Life Insurance,543526,LICI,INE0J1Y01017,Insurance,Life Insurance,891.70,-1.23,0.44,0,1,1924653,5480872,1143614,715.30,980.05,1222.00,530.05,-0.42,6.75,7.16,849.24,873.32,847.51,873.14,66.24,9.11,5.83,-2.12,-4.92,11.49,12.87,,1375214,,,564000.05
Likhami Consult.,539927,,INE920T01011,Commercial Services & Supplies,Consulting Services,305.05,7.39,2.73,0,1,6,0,0,265.50,595.60,995.25,12.50,-5.00,0.00,-6.90,335.09,375.72,336.31,376.43,40.92,-4.26,-3.34,-6.69,-7.30,-49.81,32.46,37.13,61,33.02,,303.52
Likhitha Infra.,543240,LIKHITHA,INE060901027,Construction,Civil Construction,171.03,-21.84,-30.81,0,1,51308,40895,35768,154.44,324.45,497.45,62.50,-0.57,-0.01,-1.05,180.40,229.95,180.78,230.55,49.38,-3.15,-3.71,-5.10,-5.59,-40.36,-9.08,6.67,94122,,,674.71
Lime Chemicals,507759,,INE891G01011,Chemicals & Petrochemicals,Commodity Chemicals,13.45,-10.27,-7.88,0,1,339,428,110,11.15,22.48,122.55,0.85,0.00,3.86,-0.81,13.37,15.72,13.37,15.74,53.97,0.04,0.01,-0.07,-0.10,-35.92,-14.67,-7.90,3752,-12.48,3.11,8.75
Linc,531241,LINC,INE802B01027,Household Products,Stationary,116.76,-6.70,-5.97,0,1,31101,34860,20505,95.11,160.74,225.01,4.03,2.21,3.65,4.04,113.68,123.99,113.55,124.06,57.48,0.40,-0.02,-0.75,-1.04,-5.99,-1.94,20.87,58003,12.21,10.46,694.60
Lincoln Pharma.,531633,LINCOLN,INE405C01035,Pharmaceuticals & Biotechnology,Pharmaceuticals,535.15,5.76,-1.38,0,1,21107,37354,92666,439.95,696.00,979.50,14.75,8.35,13.61,10.34,482.44,531.56,480.29,531.53,71.17,3.14,-2.40,-4.21,-6.05,-21.13,17.56,19.47,73273,18.00,13.06,1071.89
Linde India,523457,LINDEINDIA,INE473A01011,Chemicals & Petrochemicals,Industrial Gases,6533.00,13.46,5.16,0,1,58843,217682,720439,5202.45,7870.00,9935.05,85.00,3.82,9.38,7.01,6008.14,6242.21,5986.71,6239.29,72.51,71.69,33.37,19.85,6.88,9.78,24.14,41.15,44820,47.39,38.74,55713.42
Link Pharma Chem,524748,,INE302F01011,Chemicals & Petrochemicals,Commodity Chemicals,28.20,-15.97,-21.67,0,1,616,648,344,26.40,42.80,75.00,3.61,-2.76,-2.15,-0.25,30.45,34.00,30.54,34.06,44.77,-0.44,-0.39,-0.53,-0.56,-23.56,-17.68,-0.04,1812,3.28,7.25,12.52
Lippi Systems,526604,,INE845B01018,Industrial Manufacturing,Industrial Products,28.00,5.94,32.08,0,1,3293,402,8,17.91,36.62,36.62,4.00,1.78,-4.89,-9.24,28.93,26.05,28.97,26.03,43.83,-0.45,-0.41,0.00,0.11,41.49,22.59,32.87,3089,14.92,6.46,19.60
LKP Finance,507912,,INE724A01017,Finance,Other Financial Services,999.45,11.46,94.68,0,1,10566,4733,3548,210.15,1179.80,1179.80,6.75,-0.06,2.22,-6.90,963.79,724.74,962.33,721.98,51.68,1.99,1.67,5.01,5.76,330.33,133.10,54.60,18406,39.10,36.13,1535.32
LKP Securities,540192,,INE341H01023,Capital Markets,Stockbroking & Allied,15.19,-17.22,-17.76,0,1,32242,85398,76535,13.50,23.17,30.80,3.28,-0.72,1.95,-3.06,15.66,18.12,15.68,18.15,51.28,-0.20,-0.25,-0.35,-0.39,-32.04,4.90,18.00,56241,8.06,,125.04
Lloyds Engineeri,539992,LLOYDSENGG,INE093R01011,Industrial Manufacturing,Industrial Products,56.00,-2.51,-19.37,0,1,10252742,35254944,6753829,41.10,84.27,84.27,0.26,4.05,10.30,8.32,51.52,57.58,51.34,57.60,64.61,0.15,-0.44,-1.30,-1.66,-9.39,48.13,133.31,6609736,86.26,,6527.83
Lloyds Enterpris,512463,LLOYDSENT,INE080I01025,Metals & Minerals Trading,Trading - Metals,58.87,-9.90,-19.18,0,1,2530972,2581434,2371397,34.06,88.15,88.15,1.00,0.65,-6.59,-3.54,60.43,60.94,60.49,60.96,48.90,-0.29,-0.29,-0.72,-0.82,33.07,97.00,105.41,3754507,62.95,31.56,7489.01
