Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Industry PE,Price to Quarterly Earning,Book value,Piotroski score,Asset Turnover Ratio,Industry PBV,FII holding,Change in FII holding,DII holding,Change in DII holding,Change in DII holding 3Years,Change in FII holding 3Years,Average Working Capital Days 3years,Market Capitalization 5years back,Market Capitalization 10years back,Market Capitalization 3years back,Historical PE 5Years,Historical PE 10Years,Historical PE 3Years,Return on assets 3years,Return on assets 5years,OPM 10Year,OPM 5Year,Return on equity 5years growth,Average return on equity 10Years,Average return on capital employed 10Years,Average return on capital employed 7Years,Average return on capital employed 5Years,Average return on capital employed 3Years,Book value 10years back,Book value 5years back,Book value 3years back,Average return on equity 5Years,Average return on equity 3Years,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Abhishek Infra.,539544,,INE281P01016,Realty,"Residential, Commercial Projects",7.52,3.80,,1.02,-2.74,0.33,-5.29,26.41,31.86,,7.35,3.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,2288.49,1.01,,1.50,29.55,29.55,29.55,-2.02,,,,,,-5.74,-5.74,-5.74,-4.45,,8.62,7.82,-6.15,-4.04,8.08,-4.86,-3.31,-6.18,2886.00
Abhishek Integr.,,AILIMITED,INE0CAJ01017,Construction,Civil Construction,26.10,15.71,14.69,1.49,5.65,0.84,10.57,62.58,16.51,22.71,17.59,7.00,1.45,2.02,0.00,0.00,0.00,0.00,0.00,0.00,100.48,,,5.91,28.80,28.80,31.34,5.36,,,7.04,,,12.65,12.65,12.65,12.99,,,12.98,8.92,9.32,15.33,13.35,5.19,8.93,336.00
Abirami Fin.,511756,,INE195I01013,Finance,Non Banking Financial Company (NBFC),41.71,22.53,45.98,1.16,2.81,0.00,2.87,65.65,20.07,53.89,35.94,3.00,0.00,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,10.50,3.14,30.60,27.56,30.43,31.42,18.08,,,7.38,14.98,13.95,18.84,25.77,44.26,14.25,13.22,12.90,22.49,29.31,38.17,5.12,6.11,6.75,2401.00
ABM Knowledge,531161,,INE850B01026,IT - Software,Software Products,243.10,486.25,42.73,2.04,6.28,0.00,6.27,66.92,45.07,63.85,118.91,7.00,0.36,2.83,0.00,0.00,0.00,0.00,0.00,-0.34,199.59,67.61,159.50,213.82,16.62,13.15,19.26,6.11,6.91,,21.04,-8.16,,11.61,11.61,10.71,9.26,,93.94,99.94,7.50,6.46,111.26,9.14,6.03,6.68,5210.00
Abram Food,544422,,INE0ZDY01011,Food Products,Other Food Products,99.95,51.51,16.83,2.13,23.53,0.29,51.83,67.33,24.11,14.36,46.90,6.00,4.62,2.91,0.00,0.00,0.00,-1.28,,,27.05,,,,14.80,14.80,14.80,14.01,,,,,,24.88,24.88,24.88,24.88,,,,,37.13,,22.06,11.12,28.02,731.00
Abril Paper,544500,,INE15MX01014,Industrial Products,Other Industrial Products,41.15,32.85,20.03,1.39,13.36,0.07,16.28,61.71,26.19,15.08,29.42,2.00,5.77,3.30,0.00,,0.00,,,,126.77,,,,17.78,17.78,17.78,,,,,,,20.04,20.04,20.04,20.04,,,,,,,,,5.83,
ABS Marine,,ABSMARINE,INE0QRV01016,Transport Services,Shipping,185.80,456.14,9.07,1.73,8.81,1.34,15.56,63.58,12.21,7.45,106.55,4.00,0.58,1.54,0.13,-0.03,6.91,-2.96,,,22.96,,,,16.17,16.17,16.17,9.61,5.96,,28.02,111.78,,10.31,10.31,10.31,14.92,,,,11.86,16.34,,20.00,14.54,23.03,3939.00
ACC,500410,ACC,INE012A01025,Cement & Cement Products,Cement & Cement Products,1695.85,31845.91,12.69,1.59,9.46,0.02,13.23,56.69,32.38,21.10,1061.49,5.00,0.89,2.35,5.99,0.95,21.37,-1.18,2.73,-5.96,20.25,27147.47,26287.17,41608.97,22.33,24.92,22.72,7.92,8.44,14.23,14.28,1.43,11.74,15.35,16.33,15.83,14.70,448.54,676.25,761.97,12.19,11.51,869.58,17.27,9.82,14.15,229364.00
Accedere,531533,,INE578B01015,IT - Software,Computers - Software & Consulting,55.21,27.75,277.58,6.36,2.86,0.13,4.82,81.46,24.47,,8.67,6.00,0.75,3.58,0.00,0.00,0.00,0.00,0.00,0.00,129.64,1.99,7.04,22.07,271.04,253.68,297.59,-0.27,-0.30,,3.28,54.16,,-0.44,-0.44,-0.34,-0.25,,8.30,8.26,0.48,0.81,8.06,-1.57,-1.92,-1.71,1900.00
Accel,517494,,INE258C01038,IT - Software,Computers - Software & Consulting,13.95,80.30,35.69,1.17,0.67,0.96,1.90,71.40,24.47,25.24,11.78,6.00,0.87,3.58,0.00,0.00,0.24,0.00,0.00,0.00,-11.70,30.44,10.36,165.93,35.67,35.67,37.54,1.43,0.76,,9.96,17.23,,1.16,3.09,6.73,9.36,,13.94,15.70,2.48,3.94,11.34,9.52,2.13,6.23,12176.00
AccelerateBS Ind,543938,,INE0POP01017,IT - Software,Computers - Software & Consulting,148.50,51.07,34.73,9.88,12.27,0.00,17.63,71.02,24.47,29.34,15.04,5.00,1.14,3.58,0.00,0.00,0.00,0.00,,,101.03,,,,52.51,52.51,52.51,,,,,,,36.66,36.66,36.66,36.66,,,,,16.23,11.50,51.15,10.31,13.14,341.00
Accelya Solution,532268,ACCELYA,INE793A01012,IT - Software,Computers - Software & Consulting,1220.55,1821.84,16.07,6.92,29.61,0.33,45.47,74.66,24.47,23.61,176.09,4.00,1.23,3.58,0.30,0.04,0.05,-0.28,-1.22,0.10,37.02,1373.22,1491.88,1307.77,20.53,20.16,18.01,30.67,25.12,37.58,36.54,3.03,43.52,65.55,51.92,45.24,55.59,75.80,159.83,175.99,36.50,43.97,189.50,57.03,29.87,42.18,36127.00
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,331.00,794.04,22.89,3.18,15.26,0.00,18.44,55.44,29.56,22.28,104.07,5.00,1.22,3.22,0.29,0.29,3.57,0.28,,,73.36,,,,19.49,19.49,19.49,15.61,11.99,,12.36,0.30,,22.51,22.51,23.48,27.13,,,,22.77,23.28,68.26,30.96,19.65,28.94,3061.00
Accord Synergy,,ACCORD,INE113X01015,Telecom - Services,Other Telecom Services,28.00,9.72,11.30,0.66,-8.22,0.05,-10.23,71.99,24.18,4.23,42.31,2.00,1.55,1.44,0.00,0.00,0.00,0.00,0.00,0.00,143.41,4.43,,8.35,25.49,4.57,41.23,-2.01,-5.93,5.19,-2.15,,5.27,12.23,1.12,-5.69,-2.51,,57.75,40.67,-7.72,-2.48,42.66,1.78,1.61,1.92,226.00
Accretion Nutraveda,544694,,INE1KVQ01019,,,155.90,112.87,43.25,,33.68,0.54,81.18,73.48,21.37,25.50,,5.00,2.06,0.52,6.04,,6.51,,,,42.48,,,,3.30,3.30,3.30,,,,,,,49.50,49.50,49.50,49.50,,,,,89.51,,42.34,18.85,122.39,
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,67.80,75.36,8.30,1.62,20.18,0.17,65.35,73.52,29.56,8.00,41.90,5.00,1.70,3.22,0.00,-1.16,0.00,0.00,,,127.40,,,,9.41,9.41,9.41,,,,,,,46.36,46.36,46.36,46.36,,,,,,,,,27.14,1498.00
Accuracy Shippi.,544598,ACCURACY,INE648Z01023,Transport Services,Logistics Solution Provider,5.12,77.07,28.02,0.62,1.57,1.08,3.93,63.69,22.29,32.56,8.09,5.00,3.19,2.41,0.00,0.00,0.00,0.00,-1.37,-15.32,24.39,20.63,,362.19,22.27,18.61,26.16,1.47,3.27,,4.50,-7.39,,10.58,10.58,10.81,8.06,,5.45,7.18,7.70,3.76,7.71,5.38,0.18,0.43,58480.00
ACE Alpha Tech,544431,,INE0S9X01011,IT - Software,Computers - Software & Consulting,93.21,163.66,12.96,2.66,39.78,0.00,41.01,43.90,24.47,10.88,35.01,4.00,0.55,3.58,0.74,-2.17,3.31,-5.78,,,252.66,,,,12.77,12.77,12.77,75.97,,,,,,105.10,105.10,105.10,125.23,,,,58.41,58.89,,110.44,73.25,80.93,1055.00
ACE EduTremd Ltd,530093,,INE715F01014,Other Consumer Services,Education,4.66,4.27,,0.53,-5.26,0.00,-7.83,5.01,24.45,,8.77,3.00,0.00,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.47,2.24,1.61,,,,-2.68,-2.72,,,-12.03,-4.84,-4.44,-3.95,-3.43,-3.23,13.54,10.44,9.96,-3.93,-3.88,9.56,-1.13,-1.25,-1.81,3632.00
Ace Engitech,530669,,INE035401020,IT - Services,IT Enabled Services,134.40,11.54,,,-71.11,,-150.00,27.84,26.90,,-1.05,4.00,0.00,3.10,0.00,0.00,0.00,0.00,-4.54,0.00,2721.63,0.56,,3.62,498.50,498.50,,-31.55,-25.84,,,,-23.19,-33.78,-42.27,-44.74,-61.43,,1.76,2.51,-32.86,-43.48,1.70,-23.62,-14.88,-25.20,631.00
Ace Integrated,,ACEINTEG,INE543V01017,Commercial Services & Supplies,Diversified Commercial Services,19.59,19.99,,1.16,-7.14,0.01,-7.55,73.53,22.14,,16.86,5.00,0.44,2.47,0.00,0.00,0.00,0.00,0.00,0.00,403.13,9.82,,26.52,49.28,42.55,54.19,-0.92,0.52,9.90,1.43,,4.47,8.33,2.64,1.00,-1.45,,16.58,17.61,0.75,-0.83,18.66,2.06,2.00,2.19,4731.00
Ace Men,539661,,INE023R01018,Retailing,Distributors,99.00,127.85,,7.93,-0.45,0.00,-0.52,0.61,16.28,3228.75,12.49,4.00,0.00,3.04,0.00,0.00,0.00,0.00,0.00,0.00,-136.75,5.19,,13.32,55.49,69.01,202.83,0.52,3.67,,,11.04,2.49,3.63,4.49,6.75,1.40,,10.42,12.10,4.82,0.87,12.49,3.66,1.61,2.35,1541.00
Ace Soft. Exp.,531525,,INE849B01010,IT - Software,Software Products,222.70,361.28,54.89,4.36,7.29,0.14,8.06,61.68,45.07,50.05,50.80,5.00,0.44,2.83,0.00,0.00,0.60,0.60,0.60,0.00,122.95,10.76,5.43,11.70,48.13,20.74,67.03,3.70,0.32,3.07,7.08,23.28,1.96,0.56,-1.64,0.99,4.61,14.29,14.67,14.60,3.04,5.61,16.53,2.56,3.10,3.48,5127.00
Achyut Healthcar,543499,,INE0K1401020,Pharmaceuticals & Biotechnology,Pharmaceuticals,5.36,126.24,,4.04,1.73,0.00,1.77,47.71,29.56,,1.33,3.00,0.10,3.22,5.26,0.00,0.00,0.00,0.00,5.26,1222.95,,,13.82,189.50,189.50,236.00,1.90,1.81,,-2.90,-18.33,,4.07,4.07,2.93,2.72,,,0.64,1.89,1.95,1.30,3.27,2.16,2.21,565.00
ACI Infocom,517356,,INE167B01025,IT - Hardware,Computers Hardware & Equipments,1.05,11.60,,0.72,-5.68,0.00,-5.83,3.60,22.76,,1.47,3.00,0.03,3.09,0.00,0.00,0.00,0.00,0.00,0.00,4543.97,2.10,62.54,17.57,76.50,80.00,86.00,-1.52,-0.66,-17.14,-171.09,,-0.12,0.26,-0.38,-0.44,-1.33,1.46,1.51,1.51,-0.67,-1.55,1.53,1.07,0.53,0.53,75587.00
Acknit Indus.,530043,,INE326C01017,Textiles & Apparels,Other Textile Products,269.80,82.03,10.19,0.91,5.51,0.62,10.81,54.13,20.04,13.78,295.89,7.00,1.48,1.65,0.00,0.00,0.00,0.00,0.00,-0.44,60.93,13.16,13.08,41.04,7.67,7.91,9.87,5.97,5.68,6.92,7.68,2.96,11.12,11.28,11.46,11.66,11.66,117.78,178.36,203.06,11.94,11.88,259.24,11.30,5.93,11.45,2350.00
Acme Resources,539391,,INE636B01011,Finance,Non Banking Financial Company (NBFC),32.89,84.67,,0.64,2.36,0.09,2.74,73.43,20.07,,51.64,7.00,0.07,1.79,0.00,0.00,0.00,0.00,0.00,0.00,505.22,13.77,,41.71,15.39,10.29,27.90,4.33,0.86,26.27,14.92,52.49,0.76,2.83,0.85,1.44,6.22,46.15,42.92,43.95,1.04,4.71,49.44,2.12,1.20,1.35,5029.00
ACME Solar Hold.,544283,ACMESOLAR,INE622W01025,Power,Power Generation,230.85,13988.84,27.85,2.92,1.71,2.72,7.57,83.29,26.54,31.55,78.94,7.00,0.09,1.98,4.03,-1.54,6.87,0.48,,,21.57,,,,55.69,55.69,55.69,0.80,-0.01,,87.47,1.06,,7.97,7.97,7.97,8.03,,,,0.56,4.66,,8.45,1.00,5.64,177167.00
Acrow India,513149,,INE950D01012,Industrial Products,Iron & Steel Products,735.00,47.04,313.60,2.10,-1.39,0.00,-1.58,54.63,19.66,,350.00,3.00,0.13,1.99,0.00,0.00,0.00,0.00,0.00,0.00,2311.67,5.23,7.34,7.91,78.42,52.11,79.97,0.39,-0.87,,,-21.79,-0.44,-1.34,-0.59,-0.81,0.77,342.03,333.91,347.34,-0.86,0.35,363.75,2.02,4.03,4.09,1380.00
ACS Tech,530745,,INE366C01021,IT - Services,IT Enabled Services,40.84,248.07,46.20,2.42,3.40,0.41,5.01,43.37,26.90,28.89,16.77,5.00,0.89,3.10,0.00,0.00,0.00,0.00,0.00,-86.63,188.95,,21.05,22.27,39.56,39.56,39.56,4.07,,,,,,7.53,7.53,7.53,7.53,,,-3.14,,5.73,15.50,5.67,3.67,4.84,7728.00
Action Const.Eq.,532762,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,911.45,10853.85,25.68,6.10,16.70,0.08,28.65,65.42,33.69,23.58,149.69,6.00,1.36,5.26,10.40,0.04,1.76,-0.07,-1.68,5.43,-13.14,388.68,401.20,2863.95,32.19,33.13,41.05,15.04,12.33,10.79,12.44,19.52,20.07,21.98,26.71,30.18,36.19,24.08,46.11,63.32,24.10,26.79,103.28,42.30,17.44,30.58,181766.00
Active Clothing,541144,,INE380Z01015,Textiles & Apparels,Garments & Apparels,107.50,166.73,14.29,2.02,3.39,1.36,11.53,73.58,26.66,15.30,53.04,4.00,1.19,2.68,0.00,0.00,0.00,0.00,0.00,0.00,66.19,16.60,,39.56,33.45,29.14,29.27,2.41,1.53,9.87,9.10,52.31,4.69,8.36,7.88,7.91,9.51,,39.69,40.03,4.94,7.66,44.61,8.98,2.44,7.28,2655.00
Active Infra.,,ACTIVEINFR,INE0KLO01025,Realty,"Residential, Commercial Projects",170.00,255.26,25.99,2.21,8.67,0.52,13.63,71.36,31.86,25.53,76.76,6.00,0.59,2.60,2.72,0.00,0.00,0.00,,,59.74,,,,26.31,26.31,26.31,8.66,,,,,,14.66,14.66,14.66,14.66,,,,,24.93,,15.76,8.54,32.62,1012.00
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2038.10,16686.23,58.16,11.77,12.13,0.01,16.00,32.66,29.56,38.87,172.67,7.00,0.76,3.22,16.67,-0.17,21.70,-0.89,17.97,10.26,113.87,,,3653.24,57.54,57.54,60.66,10.38,12.28,,20.91,-11.18,,26.37,24.74,22.58,18.83,,,71.64,16.05,13.83,91.33,15.99,7.27,9.37,108664.00
AD Manum Finance,511359,,INE556D01017,Finance,Non Banking Financial Company (NBFC),53.80,40.35,4.46,0.47,10.24,0.09,11.37,74.30,20.07,7.49,116.71,7.00,0.16,1.79,0.00,0.00,0.00,0.00,0.00,0.00,98.35,7.60,19.42,28.09,7.52,8.21,6.71,9.24,7.00,61.57,72.45,3.26,5.97,9.23,10.06,10.51,13.85,59.61,72.44,75.55,8.60,10.49,94.48,15.67,10.34,11.58,2612.00
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1031.55,123918.30,55.09,5.34,3.37,1.95,13.64,71.19,54.38,55.29,194.66,7.00,0.36,5.22,13.47,0.41,10.14,0.17,6.36,-5.85,-56.39,20791.91,,260451.53,99.60,50.33,71.43,2.62,2.74,38.24,34.00,8.66,12.43,11.31,10.17,10.08,9.81,24.29,81.10,90.13,12.14,11.57,113.33,9.00,1.96,8.59,489248.00
Adani Enterp.,512599,ADANIENT,INE423A01024,Metals & Minerals Trading,Trading - Minerals,2229.35,281551.22,76.28,5.37,2.76,2.03,9.82,73.98,109.31,55.84,418.17,5.00,0.55,9.07,11.64,-0.08,6.71,-0.13,1.26,-3.75,-52.70,16432.21,26255.82,240603.80,113.49,60.63,101.30,2.45,2.17,8.14,9.44,10.20,7.69,7.57,8.53,8.75,9.60,108.60,139.30,180.68,8.58,9.78,306.05,9.87,2.39,9.73,618413.00
Adani Green,541450,ADANIGREEN,INE364U01010,Power,Power Generation,991.50,163317.48,99.17,8.34,2.32,4.52,14.61,62.43,26.54,,118.53,6.00,0.11,1.98,11.42,0.13,4.31,1.33,2.91,-3.72,-505.42,23968.52,,299461.82,210.36,229.79,131.15,2.00,1.62,72.36,73.88,62.90,11.39,6.87,8.01,8.83,8.76,,14.07,16.71,15.96,16.04,67.18,9.77,1.87,14.08,977483.00
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1551.05,357355.59,28.29,5.31,8.59,0.85,18.76,68.02,24.27,28.19,291.14,7.00,0.24,5.34,13.10,-0.51,13.89,-1.14,-0.57,-0.67,-90.65,51057.92,63798.99,163539.93,27.70,23.29,26.88,7.46,7.18,58.83,58.39,4.11,17.68,13.00,12.34,12.21,12.08,65.21,149.83,197.98,16.88,17.28,244.33,12.93,7.72,18.08,1166914.00
Adani Power,533096,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,149.80,288884.65,25.27,4.89,12.46,0.83,26.10,74.96,24.38,28.98,30.31,7.00,0.55,2.38,11.64,0.11,3.41,0.71,3.41,-1.24,9.10,10703.01,13584.18,71391.96,15.41,16.56,14.29,16.24,11.31,31.22,34.28,28.47,27.94,13.77,16.30,19.68,23.53,4.48,6.80,9.57,37.41,40.43,22.24,32.25,23.43,57.25,2012647.00
Adani Total Gas,542066,ATGL,INE399L01023,Gas,LPG/CNG/PNG/LNG Supplier,541.40,59543.71,92.71,13.22,9.19,0.45,16.82,74.80,19.64,94.14,41.00,5.00,0.70,2.02,12.81,-0.07,6.25,0.02,0.16,-4.44,-103.25,9496.86,,236437.18,170.12,120.96,121.75,10.32,12.20,,24.69,-12.88,,24.86,24.86,23.15,19.80,,17.58,21.97,20.79,19.00,32.55,21.20,10.90,20.46,634539.00
Adarsh Plant,526711,,INE627D01016,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,32.98,32.69,,105.44,-13.25,17.55,-123.76,70.63,29.14,780.50,0.31,3.00,2.07,2.62,0.00,0.00,0.21,0.21,0.21,0.00,53.43,2.92,6.74,20.42,79.57,85.20,84.98,-1.90,-0.35,0.88,1.28,,-16.80,1.13,0.56,2.09,-0.09,2.64,0.73,0.84,-3.85,-16.23,1.47,11.71,5.83,40.33,5388.00
ADC India,523411,,INE833A01016,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,1385.00,637.12,34.69,8.26,22.43,0.00,34.74,72.02,46.91,27.45,167.41,7.00,1.72,3.34,0.12,0.00,0.00,0.00,0.00,0.12,31.08,53.77,144.16,139.77,29.08,24.95,32.98,18.58,14.75,9.84,11.74,29.24,18.31,22.76,26.35,30.13,37.87,87.91,93.20,109.22,24.13,29.15,154.02,45.23,22.72,33.69,8180.00
Adcon Capital,539506,,INE805Q01028,Finance,Non Banking Financial Company (NBFC),0.53,10.51,6.48,0.30,5.68,0.00,6.58,0.00,20.07,9.21,1.75,4.00,0.08,1.79,0.00,0.00,0.00,0.00,0.00,0.00,-140.79,127.77,,187.35,12.88,13.00,11.75,0.90,3.31,44.62,49.30,63.10,2.36,2.77,3.58,4.55,1.95,0.10,0.11,0.12,2.64,2.22,1.73,1.48,0.98,0.99,75139.00
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,147.00,330.84,20.98,3.49,35.51,0.01,47.28,65.52,27.09,18.36,42.26,5.00,1.78,3.26,0.11,-0.84,2.33,-1.57,,,75.15,,,,17.98,17.98,17.98,32.83,25.25,,20.54,-8.19,,80.91,80.91,80.91,86.02,,,,55.69,55.69,,69.40,29.38,51.44,616.00
Add-Shop E-Reta.,541865,,INE01B501018,Retailing,E-Retail/ E-Commerce,8.40,23.77,13.82,0.21,2.40,0.12,3.03,27.20,44.00,25.91,40.01,4.00,1.09,6.67,0.00,0.00,0.00,0.00,0.00,0.00,180.67,31.02,,287.63,11.40,12.42,6.20,7.91,16.69,9.77,10.09,-21.46,15.38,31.29,28.48,32.85,16.11,,5.26,10.23,15.48,8.78,38.86,6.15,2.28,2.91,33218.00
Addi Industries,507852,,INE757C01021,Textiles & Apparels,Garments & Apparels,109.00,117.69,29.13,1.45,4.11,0.00,4.15,74.27,26.66,35.43,74.91,4.00,0.00,2.68,0.00,0.00,0.11,0.00,0.00,0.00,0.00,7.67,3.51,31.96,16.60,18.18,16.10,4.59,3.33,,,25.03,,1.70,1.09,2.95,6.17,18.82,18.19,52.83,3.84,4.69,71.67,8.38,6.12,6.17,4737.00
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,105.50,167.85,19.25,2.04,11.21,0.00,13.08,65.07,21.95,17.69,51.69,6.00,0.87,4.49,0.61,-1.46,1.41,0.32,,,-31.19,,,,26.65,26.65,26.65,25.40,3.10,,23.01,,,205.55,205.55,205.55,205.55,,,,,17.11,42.53,40.13,14.93,18.76,2100.00
Adeshwar Meditex,543309,,INE0H8J01015,Healthcare Services,"Healthcare Research, Analytics & Technology",21.00,30.31,14.64,0.80,2.91,0.16,5.51,57.55,79.48,20.76,26.12,6.00,1.23,3.85,0.00,0.00,0.00,0.00,0.00,0.00,127.14,,,39.61,17.99,17.99,17.67,2.98,2.63,,6.09,-14.72,,11.15,11.15,9.22,9.32,,,21.45,5.86,5.95,24.19,9.62,3.07,5.93,188.00
ADF Foods,519183,ADFFOODS,INE982B01027,Food Products,Packaged Foods,224.00,2460.93,28.85,4.63,11.18,0.02,13.98,36.13,55.09,23.07,48.17,5.00,1.01,4.25,11.31,0.01,23.11,0.01,15.44,1.87,115.63,340.34,129.69,1631.21,33.90,31.80,34.92,11.70,12.83,16.17,17.84,-9.42,14.80,19.09,21.47,19.86,17.75,14.43,27.32,32.73,15.77,14.91,40.15,19.54,13.08,16.62,42054.00
Adhata Global,531286,,INE586D01014,Consumer Durables,Plywood Boards/ Laminates,28.00,13.20,42.58,4.43,1.78,0.64,14.49,75.00,40.32,,6.32,7.00,0.38,2.83,0.00,0.00,5.30,0.00,0.00,0.00,47.77,,,,88.49,88.49,88.49,-10.55,-3.78,1.20,-6.89,-10.24,0.19,5.22,8.44,-4.45,-14.13,,,,-16.20,-56.40,,-8.99,-6.33,-41.06,695.00
Adhbhut Infra.,539189,,INE578L01014,Realty,"Residential, Commercial Projects",14.36,15.81,,,-2.00,,,73.49,31.86,,-6.72,3.00,0.03,2.60,0.00,0.00,0.00,0.00,0.00,0.00,650.38,185.57,,214.61,41.75,43.31,41.75,1.21,0.12,32.40,32.68,,,11.24,17.35,29.10,99.25,17.45,5.21,0.96,,,-8.85,,2.69,,2136.00
Adinath Textiles,514113,,INE207C01019,Textiles & Apparels,Other Textile Products,22.90,15.59,,5.22,1.92,0.00,2.73,43.57,20.04,,4.39,4.00,0.00,1.65,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1.09,1.02,42.25,37.29,32.80,37.29,10.75,9.49,,,19.96,8.52,9.40,8.89,18.68,19.62,1.95,2.26,2.58,16.09,15.79,4.24,25.66,12.20,18.11,25713.00
Adit.Birla Money,532974,BIRLAMONEY,INE865C01022,Capital Markets,Stockbroking & Allied,134.75,761.46,14.81,2.84,3.24,6.58,37.21,73.53,21.00,11.49,47.37,6.00,0.20,2.22,0.00,-0.07,0.00,-0.05,0.00,-0.06,-368.51,108.66,133.24,339.38,14.03,16.78,13.69,2.96,2.70,33.22,39.78,-3.77,36.88,11.96,12.11,11.84,12.12,4.90,8.50,13.20,38.47,37.73,28.79,12.61,3.05,38.99,43686.00
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,863.00,24921.52,24.48,7.00,24.44,0.02,26.99,74.82,26.94,22.29,123.42,5.00,0.52,6.79,6.05,-0.13,10.79,0.49,6.13,4.04,1.29,,,15374.88,20.16,20.16,21.11,24.03,26.43,,63.71,-7.08,,43.01,42.15,38.60,34.51,,,76.27,28.96,26.68,110.00,34.89,24.81,27.45,259806.00
Aditya Bir. Fas.,535755,ABFRL,INE647O01011,Retailing,Speciality Retail,70.72,8631.45,,1.40,-3.76,0.91,-10.93,46.61,31.26,,51.23,7.00,0.39,4.84,18.36,-0.26,7.90,-0.17,-10.78,3.77,-35.67,4615.90,416.06,10040.62,32.67,28.44,37.89,-2.87,-3.49,,11.08,3.25,,0.84,0.84,-0.82,-0.78,,31.19,29.56,-12.88,-11.01,39.63,-4.37,-4.16,-18.58,391980.00
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,345.00,90307.35,25.43,2.83,1.32,4.86,11.49,68.58,23.65,23.30,122.95,3.00,0.16,0.85,5.15,-0.95,14.67,1.85,6.63,-2.08,-909.60,10174.00,,26011.60,17.99,19.94,17.77,1.98,1.63,34.26,32.33,6.49,13.37,9.31,9.17,9.30,10.18,,56.90,64.11,14.47,16.17,103.14,9.85,1.63,13.79,561046.00
Aditya Consumer,540146,,INE427V01013,Retailing,Diversified Retail,40.00,58.54,,3.16,-2.53,0.42,-4.29,58.99,44.08,,12.66,5.00,2.54,5.73,1.34,0.00,0.07,0.00,0.07,1.34,3.10,35.05,,66.95,122.75,96.59,92.68,0.69,0.50,4.31,2.75,,5.37,7.81,5.75,2.65,3.07,,17.94,18.04,0.96,1.40,16.76,5.49,2.76,4.60,652.00
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1576.40,18569.72,94.36,11.65,6.24,0.08,20.87,76.91,29.38,66.79,135.34,3.00,1.29,3.64,4.37,-0.07,10.19,0.13,,,9.19,,,,102.58,102.58,102.58,7.28,7.05,,7.48,14.92,,25.19,25.19,25.19,25.12,,,,28.52,28.48,,27.58,7.90,36.00,39981.00
Aditya Ispat,513513,,INE570B01012,Industrial Products,Iron & Steel Products,10.39,5.56,,0.94,-10.83,4.45,-55.05,24.32,19.66,,11.01,4.00,1.06,1.99,0.00,0.00,0.00,0.00,0.00,0.00,-2.25,2.80,2.20,5.30,11.35,9.47,16.24,-5.40,-2.87,4.79,3.88,,-4.79,4.83,3.38,2.18,-0.24,15.10,18.80,19.55,-13.04,-24.99,15.98,-0.58,-5.90,-29.92,9551.00
Aditya Spinners,521141,,INE122D01026,Textiles & Apparels,Other Textile Products,18.25,30.55,,0.67,-2.64,0.34,-3.82,66.37,20.04,,27.34,5.00,0.89,1.65,0.00,0.00,0.53,0.00,0.00,0.00,-7.53,8.34,,38.59,8.76,8.09,26.15,1.10,1.77,7.38,7.79,,4.91,6.46,6.01,5.42,4.46,10.65,15.57,17.45,2.77,1.67,29.25,5.24,2.55,3.88,45317.00
Aditya Ultra,,AUSL,INE01YQ01013,Industrial Products,Iron & Steel Products,23.00,57.13,12.05,0.57,5.41,0.90,12.67,68.76,19.66,47.64,40.34,4.00,3.40,1.99,0.00,-0.01,10.34,0.00,,,19.38,,,,10.40,10.40,10.40,4.76,5.15,,2.72,5.80,,13.53,13.53,13.53,13.47,,,,13.13,12.45,,17.31,5.92,16.62,1138.00
