Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Debt,Reserves,Balance sheet total,Net block,Gross block,Current assets,Current liabilities,Contingent liabilities,Total Assets,Working capital,Face value,Cash Equivalents,Trade Payables,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization
Royale Manor,526640,,INE008C01011,Leisure Services,Hotels & Resorts,33.72,10.62,41.55,76.91,25.24,53.06,18.93,12.82,0.37,76.91,6.11,10.00,5.57,1.63,8.60,9.10,19.59,52.44,8.82,6.07,1.74,8.96,8.11,12.74,18.60,19.94,21.34,66.87
RPG LifeScience.,532983,RPGLIFE,INE105J01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,2040.00,0.00,540.72,705.71,178.85,276.05,487.90,143.71,13.63,705.71,344.19,8.00,131.80,97.92,0.00,76.98,113.53,221.52,126.80,43.19,18.91,0.94,11.72,33.23,103.71,122.89,130.80,3373.96
RPP Infra Proj.,533284,RPPINFRA,INE324L01013,Construction,Civil Construction,95.01,100.82,505.89,980.42,146.41,158.43,716.28,406.88,300.59,980.42,309.40,10.00,39.77,107.15,40.99,295.32,64.82,119.93,237.85,239.25,118.59,93.86,96.99,110.24,61.83,48.21,30.65,471.13
RPSG Ventures,542333,RPSGVENT,INE425Y01011,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),764.05,6393.33,2616.53,17828.31,12262.61,12582.14,4218.51,6014.80,444.96,17828.31,-1796.29,10.00,1193.61,785.29,4210.93,-1636.93,10066.46,11238.13,-1159.73,-111.09,,2809.90,1911.86,,9934.21,3983.11,2975.72,2527.96
RR Metalmakers,531667,,INE117K01013,Metals & Minerals Trading,Trading - Metals,28.60,15.18,1.23,53.27,2.91,6.26,45.80,34.92,0.00,53.27,10.88,10.00,0.20,27.29,17.04,2.98,3.42,6.26,0.57,29.67,1.12,20.13,33.85,4.75,4.22,3.86,1.17,25.79
RRIL,531307,,INE951M01037,Textiles & Apparels,Other Textile Products,17.72,7.98,48.69,148.01,78.98,97.66,64.06,16.36,0.05,148.01,47.70,5.00,0.15,4.69,14.60,38.62,54.92,74.66,32.22,,,10.37,,,40.78,,,214.80
RRP Defense,530929,,INE535P01015,Commercial Services & Supplies,Trading & Distributors,855.55,0.00,1.46,25.33,0.00,0.00,19.06,10.15,0.00,25.33,8.91,10.00,0.56,9.67,0.00,0.48,0.00,0.00,0.26,0.42,0.37,0.46,0.64,0.05,0.00,0.00,0.00,1173.71
RRPSemiconductor,504346,,INE713N01013,Finance,Other Financial Services,10238.00,14.57,-4.27,27.76,0.01,0.00,27.75,3.83,0.00,27.76,23.92,10.00,1.96,0.78,8.50,0.22,0.00,0.00,-0.01,0.00,0.01,8.43,8.29,8.22,0.00,0.00,0.00,13948.25
RSC Internl.,530179,,INE015F01019,Textiles & Apparels,Other Textile Products,61.28,0.09,-5.57,0.34,0.00,0.00,0.34,0.16,0.26,0.34,0.18,10.00,0.00,0.05,0.07,-0.01,0.00,0.00,-0.07,2.76,-0.12,0.12,0.20,0.00,0.00,0.00,0.00,35.23
RSD Finance,539875,,INE616F01022,Finance,Non Banking Financial Company (NBFC),74.51,2.35,209.46,264.56,18.39,136.61,14.68,9.75,0.00,264.56,4.93,5.00,3.48,1.23,26.40,16.42,63.02,136.20,13.01,2.33,-1.67,32.97,20.83,11.95,54.40,51.87,55.15,96.46
RSWM Ltd,500350,RSWM,INE611A01016,Textiles & Apparels,Other Textile Products,155.40,1520.15,1265.45,3426.14,1496.52,2379.05,1550.63,1463.66,196.99,3426.14,86.97,10.00,6.34,305.98,1890.13,259.51,1573.97,2257.95,291.60,134.18,-77.00,1102.98,1164.26,1302.11,943.12,1027.13,1098.89,731.98
RTCL,531552,,INE754B01012,Realty,"Residential, Commercial Projects",16.00,2.41,32.84,51.20,1.54,2.71,6.16,5.70,0.00,51.20,0.46,10.00,0.14,0.51,2.17,0.76,1.73,2.71,2.03,1.91,-4.95,1.91,1.67,5.78,2.16,2.43,3.16,19.20
RTS Power Corpn.,531215,,INE005C01017,Electrical Equipment,Other Electrical Equipment,131.95,33.11,138.68,215.14,86.32,113.40,113.60,42.54,1.59,215.14,71.06,10.00,0.23,11.58,33.66,48.15,87.30,109.39,47.70,43.77,30.53,24.69,6.87,45.63,91.44,87.77,,120.97
Rubfila Intl.,500367,RUBFILA,INE642C01025,Industrial Products,Rubber,71.27,0.00,249.53,327.78,141.72,231.15,149.36,26.45,3.92,327.78,122.91,5.00,28.76,18.75,0.00,96.58,145.03,229.37,76.15,29.08,36.98,0.00,0.00,0.00,128.22,95.49,46.49,386.78
Rubicon Research,544578,RUBICON,INE506V01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,784.00,567.53,631.97,1782.34,500.52,540.00,1221.80,893.20,12.25,1782.34,328.60,1.00,151.42,241.43,424.52,190.66,307.22,491.77,144.89,167.98,,174.99,30.27,,192.98,157.44,,12916.41
Ruby Mills,503169,RUBYMILLS,INE301D01026,Textiles & Apparels,Other Textile Products,210.25,396.41,637.21,1128.90,135.23,237.01,267.72,83.87,22.18,1128.90,183.85,5.00,16.01,30.15,213.44,142.60,135.22,224.37,-30.16,-28.92,-9.20,279.89,389.72,518.25,121.17,88.86,111.93,703.08
Ruchi Infrastr.,509020,RUCHINFRA,INE413B01023,Commercial Services & Supplies,Diversified Commercial Services,6.34,90.97,184.94,322.64,239.97,411.53,45.77,23.64,346.84,322.64,22.13,1.00,28.54,0.51,103.08,19.93,241.06,393.27,6.79,-24.18,35.25,146.41,162.70,341.05,233.03,264.95,277.78,149.63
Ruchira Papers,532785,RUCHIRA,INE803H01014,"Paper, Forest & Jute Products",Paper & Paper Products,123.55,189.48,468.52,782.93,294.45,521.14,207.70,115.88,1.75,782.93,91.82,10.00,1.09,21.63,44.31,134.64,310.21,512.18,79.15,65.27,8.59,66.28,67.63,71.31,250.82,233.96,227.97,368.74
Rudra Ecovation,514010,,INE723D01021,Textiles & Apparels,Other Textile Products,24.39,0.79,92.41,125.09,10.59,53.34,15.32,17.01,3.31,125.09,-1.69,1.00,0.10,0.85,9.86,17.21,11.50,52.50,2.66,15.47,17.54,27.33,27.35,41.43,14.25,19.46,22.44,291.05
Rudra Gas,544121,,INE0OYK01010,Construction,Civil Construction,73.90,30.08,27.37,90.74,6.24,9.72,73.84,44.08,26.16,90.74,29.76,10.00,1.77,12.11,20.91,22.87,8.00,10.50,1.70,,,13.80,,,7.85,,,61.62
Rudra Global,539226,RUDRA,INE027T01023,Industrial Products,Iron & Steel Products,19.30,225.02,79.98,420.52,57.75,100.22,359.31,280.48,57.07,420.52,78.83,5.00,4.37,26.73,130.73,79.62,60.35,97.24,72.30,54.31,-12.80,135.25,106.99,41.21,55.69,64.57,39.31,193.66
Rudrabhish. Ent.,,REPL,INE364Z01019,Construction,Civil Construction,99.27,23.49,136.13,221.41,10.26,20.71,181.88,65.52,28.28,221.41,116.36,10.00,2.92,31.96,10.15,97.14,9.22,20.53,62.80,32.64,11.21,11.31,4.91,0.41,8.48,10.86,1.63,179.90
Rukmani Devi Gar,544552,,INE0S5T01017,Food Products,Other Food Products,108.50,32.25,30.53,94.80,5.87,12.51,88.56,56.44,0.00,94.80,32.12,10.00,0.08,0.20,26.84,22.06,5.81,12.09,20.06,,,15.39,,,8.96,,,96.30
Rulka,,RULKA,INE0R7301013,Construction,Civil Construction,105.95,11.14,31.39,71.44,3.50,4.39,63.60,35.07,0.39,71.44,28.53,10.00,2.36,20.45,11.04,11.25,2.58,3.16,0.78,,,2.82,,,2.63,,,45.11
Rungta Irrigatn.,530449,,INE347C01013,Industrial Products,Plastic Products - Industrial,54.00,26.92,75.02,151.48,16.77,29.36,110.40,54.57,26.59,151.48,55.83,10.00,0.11,13.92,10.88,51.67,15.77,26.45,40.30,42.90,41.38,23.40,13.94,11.42,11.10,7.56,10.38,107.58
Rupa & Co,533552,RUPA,INE895B01021,Textiles & Apparels,Garments & Apparels,150.45,251.47,1005.73,1510.60,239.62,369.43,1247.52,467.26,18.04,1510.60,780.26,1.00,238.99,136.22,234.74,735.40,243.98,358.76,666.68,381.88,202.96,369.87,179.09,212.14,209.97,185.31,166.99,1196.46
Ruparel Food,511740,,INE239B01014,Food Products,Packaged Foods,152.10,0.01,1.71,5.51,0.00,0.00,3.51,0.72,0.00,5.51,2.79,10.00,0.52,0.71,0.00,3.00,0.00,0.00,3.31,1.19,1.18,0.06,0.00,0.00,0.00,0.00,0.00,46.88
Rushil Decor,533470,RUSHIL,INE573K01025,Consumer Durables,Plywood Boards/ Laminates,20.94,277.05,607.47,1266.54,698.78,880.95,505.57,441.86,11.07,1266.54,63.71,1.00,7.89,233.07,295.77,107.44,630.10,780.30,8.95,16.79,3.72,419.62,405.29,117.50,593.80,197.27,194.29,614.44
S & S Power Swit,517273,S&SPOWER,INE902B01017,Electrical Equipment,Other Electrical Equipment,282.95,0.00,0.00,0.00,0.00,58.09,0.00,0.00,1.83,0.00,0.00,10.00,0.00,0.00,58.67,19.83,44.87,58.09,-31.63,-18.15,-9.29,48.64,21.90,16.66,41.37,40.59,44.85,349.20
S & T Corporatio,514197,,INE110Q01023,Textiles & Apparels,Other Textile Products,4.45,0.00,6.68,19.41,3.09,3.57,2.29,0.01,0.00,19.41,2.28,2.00,0.30,0.00,3.25,0.00,3.10,3.56,0.75,11.89,10.42,0.13,1.04,0.02,0.16,0.55,1.90,14.16
S A I L,500113,SAIL,INE114A01011,Ferrous Metals,Iron & Steel,161.95,33663.18,54147.28,134163.20,72448.08,137697.80,39277.25,46426.57,44707.71,134163.20,-7149.32,10.00,961.87,10722.99,36322.65,-5028.21,72426.11,132601.81,-10245.09,-3596.64,-5947.32,17284.17,54127.05,32146.27,73677.49,69034.28,58625.43,66893.87
S A Tech Soft.,,SATECH,INE0BSN01013,IT - Software,Computers - Software & Consulting,49.25,29.61,25.95,83.28,19.24,9.02,53.21,30.24,4.53,83.28,22.97,10.00,4.19,3.75,12.88,10.40,8.70,12.68,6.06,10.56,,19.59,13.93,,7.65,5.49,,64.31
S C I,523598,SCI,INE109A01011,Transport Services,Shipping,268.15,2811.37,8065.09,12908.45,7441.30,13537.87,4098.90,2065.17,4304.62,12908.45,2033.73,10.00,738.40,862.24,2914.22,732.65,7003.79,13202.12,2424.67,-2152.26,-563.06,3200.37,4767.23,7739.46,7624.73,10653.13,11348.00,12490.47
S Chand & Compan,540497,SCHAND,INE807K01035,Printing & Publication,Printing & Publication,160.40,137.84,893.55,1156.85,539.75,780.49,456.30,183.32,23.70,1156.85,272.98,5.00,49.48,72.91,132.97,301.76,524.07,750.12,243.65,204.31,333.61,182.12,264.42,242.44,568.89,588.38,514.13,565.76
S D Retail,,SDREAMS,INE0X6F01017,Textiles & Apparels,Garments & Apparels,88.00,25.66,91.84,175.82,8.89,16.82,157.39,64.80,0.12,175.82,92.59,10.00,37.47,21.32,43.56,33.55,4.95,12.56,26.09,,,18.44,,,2.84,,,164.75
S H Kelkar & Co.,539450,SHK,INE500L01026,Chemicals & Petrochemicals,Specialty Chemicals,174.20,889.03,1191.32,2805.31,1052.23,1443.11,1555.93,1156.81,98.79,2805.31,399.12,10.00,87.95,410.95,665.79,419.42,933.27,1344.75,507.27,232.78,235.42,698.02,365.23,251.85,959.48,472.49,351.87,2411.29
S I Cap. & Fin.,530907,,INE417F01017,Commercial Services & Supplies,Diversified Commercial Services,34.00,6.23,0.75,12.44,0.13,0.61,0.62,0.36,0.00,12.44,0.26,10.00,0.44,0.20,6.79,0.38,0.19,0.61,0.45,0.97,1.08,0.97,0.00,0.00,0.10,0.04,0.05,17.17
S I Paper Mills,516108,,INE088G01014,"Paper, Forest & Jute Products",Paper & Paper Products,94.80,171.57,196.23,455.97,310.09,442.16,140.40,128.29,0.00,455.97,12.11,10.00,2.22,22.11,197.68,2.54,331.24,439.47,15.67,39.60,36.65,198.76,42.20,17.02,304.11,128.08,130.07,177.75
S J Logistics (I,,SJLOGISTIC,INE0F3301020,Transport Services,Logistics Solution Provider,330.00,80.59,240.33,362.89,62.81,45.74,236.14,38.90,17.73,362.89,197.24,10.00,2.58,8.50,13.11,93.39,4.42,6.45,,,,,,,,,,504.67
S K Internation.,542728,,INE04ST01013,Consumer Durables,"Gems, Jewellery And Watches",32.55,0.00,-0.54,6.85,0.65,1.28,6.06,0.06,0.00,6.85,6.00,10.00,1.79,0.01,0.30,2.72,1.98,1.98,3.42,4.00,,1.44,0.18,,2.27,2.07,,23.87
S P Apparels,540048,SPAL,INE212I01016,Textiles & Apparels,Garments & Apparels,744.60,404.94,873.32,1527.06,687.85,1076.48,720.15,526.37,21.89,1527.06,193.78,10.00,49.10,115.81,203.42,235.68,453.91,836.80,250.71,147.83,-95.28,231.32,226.26,303.58,449.58,443.94,306.97,1868.44
S P Capital Fin.,530289,,INE102F01015,Commercial Services & Supplies,Diversified Commercial Services,60.93,120.50,27.27,156.61,0.00,0.00,0.24,0.76,0.00,156.61,-0.52,10.00,0.24,0.00,55.88,7.62,0.00,0.00,4.68,5.66,9.35,4.91,0.26,0.00,0.00,0.25,0.25,36.63
S P I C,590030,SPIC,INE147A01011,Fertilizers & Agrochemicals,Fertilizers,72.91,448.76,1096.21,2236.36,606.76,734.10,646.50,650.94,239.06,2236.36,-4.44,10.00,325.14,178.52,470.87,-74.29,652.09,742.21,-288.83,-200.70,-137.68,305.08,407.76,149.06,681.95,353.09,246.77,1484.74
S T C,512531,STCINDIA,INE655A01013,Commercial Services & Supplies,Trading & Distributors,121.05,1981.26,-4662.64,2361.31,0.00,0.00,1493.27,6963.95,18203.23,2361.31,-5470.68,10.00,40.52,1097.79,1981.26,-5501.36,0.00,0.00,-5625.98,-3498.42,-2551.21,1986.87,1988.95,2519.40,0.00,886.71,917.63,726.30
S V Global Mill,535621,,INE159L01013,Realty,"Residential, Commercial Projects",156.50,0.00,56.26,67.10,8.49,11.27,23.18,0.64,0.00,67.10,22.54,5.00,1.41,0.46,0.18,50.23,9.03,11.25,56.09,54.26,,0.00,0.00,,8.60,8.02,8.46,283.00
S. V. J. Enterp.,543799,,INE0JZS01010,"Paper, Forest & Jute Products",Paper & Paper Products,534.10,4.69,10.32,20.98,4.23,4.00,16.67,4.87,0.00,20.98,11.80,10.00,8.51,0.13,2.31,10.75,1.80,3.34,0.96,,,1.37,,,1.21,,,297.55
S.A.L Steel,532604,SALSTEEL,INE658G01014,Ferrous Metals,Sponge Iron,47.53,198.49,-52.14,300.21,145.17,399.62,130.25,125.60,77.56,300.21,4.65,10.00,0.51,22.40,125.00,40.24,142.54,381.27,-96.17,11.72,-213.36,124.15,160.58,121.31,145.88,118.04,127.76,518.15
S.M. Gold,542034,,INE00Q901014,Consumer Durables,"Gems, Jewellery And Watches",14.20,16.16,13.38,44.48,0.08,0.29,38.29,21.05,0.00,44.48,17.24,10.00,0.36,3.75,16.93,16.44,0.08,0.26,12.55,8.47,,8.92,4.03,,0.08,0.90,0.08,18.80
Saakshi Medtech,,SAAKSHI,INE0PSK01027,Electrical Equipment,Other Electrical Equipment,190.00,23.90,87.02,147.63,75.88,83.73,59.75,25.57,5.29,147.63,34.18,10.00,1.59,11.15,18.02,44.84,62.17,81.93,8.76,0.82,,16.36,18.99,,25.79,22.48,,335.46
Saatvik Green,544526,SAATVIKGL,INE13B501022,Electrical Equipment,Other Electrical Equipment,417.15,628.07,1177.58,2796.84,403.06,369.38,2231.34,1522.48,626.81,2796.84,708.86,2.00,684.50,663.75,279.83,38.43,116.87,136.41,,,,,,,,,,5302.19
SAB Events,540081,SABEVENTS,INE860T01019,Media,Electronic Media,15.01,2.01,-12.86,0.92,0.27,8.03,0.65,2.89,0.00,0.92,-2.24,10.00,0.03,0.34,1.98,-2.37,1.47,8.17,-2.08,-1.12,0.01,2.38,1.28,0.00,3.07,4.71,6.45,15.74
SAB Industries,539112,,INE137M01017,Construction,Civil Construction,110.55,64.25,410.19,640.76,21.63,31.56,168.97,111.66,4.26,640.76,57.31,10.00,8.74,2.98,83.96,82.29,19.87,33.42,43.14,38.09,,27.23,27.72,,21.68,21.59,,168.15
Sabar Flex India,,SABAR,INE0DZ101013,Industrial Products,Packaging,4.95,25.29,18.36,74.61,10.80,17.33,63.81,26.35,0.00,74.61,37.46,10.00,0.34,2.57,22.09,27.15,12.29,17.18,13.67,8.98,,24.58,20.19,,9.77,8.28,,8.54
Saboo Sodium,530461,,INE440C01016,Food Products,Other Food Products,14.26,20.49,8.06,74.47,13.76,53.15,47.12,1.10,0.00,74.47,46.02,10.00,0.05,0.64,17.46,45.58,15.52,52.11,27.66,19.24,8.60,23.72,25.56,19.66,14.66,16.89,15.62,59.87
Sabrimala Indus.,540132,,INE400R01018,Commercial Services & Supplies,Trading & Distributors,14.10,0.00,-1.52,12.37,0.01,0.03,12.36,5.17,0.00,12.37,7.19,10.00,0.59,0.54,0.00,6.47,0.01,0.03,6.41,1.43,,0.00,0.00,,0.01,0.04,3.62,12.27
Sacheerome,,SACHEEROME,INE1ARD01016,Chemicals & Petrochemicals,Specialty Chemicals,340.30,0.00,112.55,159.10,23.83,45.87,86.92,21.08,0.53,159.10,65.84,10.00,55.99,15.92,1.43,15.37,22.27,44.00,6.44,,,8.26,,,8.71,,,761.34
Sacheta Metals,531869,,INE433G01020,Non - Ferrous Metals,Aluminium,3.93,20.80,27.61,79.42,10.82,40.50,61.70,26.93,5.21,79.42,34.77,2.00,5.16,5.43,17.20,29.81,11.19,39.54,18.40,17.99,11.06,23.96,17.98,11.57,10.82,8.72,9.50,49.13
Sadbhav Engg.,532710,SADBHAV,INE226H01026,Construction,Civil Construction,7.08,3676.47,-240.39,6669.21,112.30,566.82,5396.52,6180.97,173.66,6669.21,-784.45,1.00,68.87,528.03,4133.16,-260.19,198.01,671.95,-32.14,655.35,343.73,6158.88,6767.98,6962.84,411.41,4461.15,9792.44,121.48
Sadbhav Infra.,539346,SADBHIN,INE764L01010,Construction,Civil Construction,4.29,3083.54,-875.15,5104.39,94.58,471.77,2901.83,3954.98,577.75,5104.39,-1053.15,10.00,61.32,167.95,3293.31,-501.93,153.63,480.39,-665.70,-287.79,-671.96,5150.50,5911.90,6341.84,218.51,4030.79,9292.02,151.08
Sadhana Nitro,506642,SADHNANIQ,INE888C01040,Chemicals & Petrochemicals,Commodity Chemicals,6.24,258.24,219.82,616.14,133.90,207.84,262.43,174.35,0.72,616.14,88.08,1.00,5.26,32.30,232.64,100.92,155.88,198.96,33.88,20.79,-27.45,116.32,46.32,36.83,74.85,84.34,49.76,205.55
Sadhav Shipping,,SADHAV,INE0K5H01010,Transport Services,Shipping,97.70,110.30,85.12,252.01,202.49,273.18,46.04,37.88,16.17,252.01,8.16,10.00,9.75,17.62,67.03,17.03,73.40,136.62,2.38,,,20.83,,,45.27,,,140.22
Safa Systems,543461,,INE0JNA01014,Commercial Services & Supplies,Trading & Distributors,16.96,41.59,13.89,105.81,3.22,3.59,90.10,62.67,12.50,105.81,27.43,10.00,5.98,18.17,41.17,26.80,3.36,3.58,,,,,,,,,,42.36
Safari Inds.,523025,SAFARI,INE429E01023,Consumer Durables,Plastic Products - Consumer,1945.00,113.15,1035.20,1436.10,433.41,557.89,955.79,307.49,4.04,1436.10,648.30,2.00,204.90,236.04,146.26,443.35,292.99,404.13,198.57,166.91,55.99,55.61,114.23,32.99,95.86,79.44,31.50,9529.30
Safe Enterprises,,SAFEENTP,INE17D601016,Consumer Durables,"Furniture, Home Furnishing",280.00,0.00,204.63,286.61,5.63,14.74,152.09,54.39,1.34,286.61,97.70,5.00,89.63,17.89,0.90,6.86,4.54,7.38,,,,,,,,,,1304.92
Safecure Service,544596,,INE0SVZ01015,Other Consumer Services,Other Consumer Services,32.20,19.49,17.57,56.53,10.15,25.25,45.32,31.00,3.26,56.53,14.32,10.00,1.79,1.74,14.30,8.51,9.90,21.15,2.93,,,13.53,,,9.17,,,32.33
Saffron Industri,531436,,INE474D01013,"Paper, Forest & Jute Products",Paper & Paper Products,37.57,2.55,-16.81,16.45,0.01,44.50,15.95,23.52,0.00,16.45,-7.57,10.00,0.63,2.42,16.98,-0.81,4.75,44.50,0.14,2.85,-6.55,19.14,20.58,21.21,9.43,11.85,14.52,27.00
Sagar Cements,502090,SAGCEM,INE229C01021,Cement & Cement Products,Cement & Cement Products,201.00,1640.01,1655.84,4396.13,3041.31,4894.57,777.00,1350.78,1152.49,4396.13,-573.78,2.00,174.84,608.81,1444.08,-141.85,3250.28,4860.57,-32.22,-185.08,,1510.17,490.79,,2048.08,1383.95,1052.55,2627.22
Sagardeep Alloys,,SAGARDEEP,INE976T01013,Industrial Products,"Aluminium, Copper & Zinc Products",25.43,13.79,14.31,48.47,9.75,14.51,29.76,16.62,0.00,48.47,13.14,10.00,0.25,0.00,12.03,8.34,11.52,15.58,12.94,10.71,7.44,13.03,10.05,16.69,10.81,5.65,6.06,43.39
SagarSoft (India,540143,,INE184B01012,IT - Software,Computers - Software & Consulting,97.69,6.96,66.14,107.12,19.10,35.74,86.48,29.43,0.00,107.12,57.05,10.00,29.65,16.15,8.60,58.02,18.01,30.94,40.72,,,3.10,,,14.32,,,62.45
Sagility,544282,SAGILITY,INE0W2G01015,IT - Services,IT Enabled Services,50.01,1231.95,4215.18,11527.30,9075.99,10729.54,2213.14,1202.21,0.00,11527.30,1010.93,10.00,352.13,214.26,2531.71,267.80,8667.13,10086.31,521.47,,,4787.78,,,8620.88,,,23411.31
Sahaj Fashions,,SAHAJ,INE013901017,Textiles & Apparels,Other Textile Products,4.45,36.17,20.62,85.33,7.28,25.13,74.18,39.63,0.00,85.33,34.55,10.00,0.33,13.84,40.13,26.62,8.15,25.13,19.90,11.73,,40.26,36.25,,10.13,12.89,,5.86
Sahaj Solar,,SAHAJSOLAR,INE0P4701011,Electrical Equipment,Other Electrical Equipment,150.00,87.84,88.31,323.52,6.24,6.34,294.51,192.46,20.72,323.52,102.05,10.00,18.01,106.51,52.04,23.89,6.34,6.34,8.21,6.03,-1.01,17.06,15.56,0.22,7.81,8.12,,329.58
Sahana Systems,,SAHANA,INE0LEX01011,IT - Services,IT Enabled Services,980.00,13.85,193.05,287.19,50.81,39.28,223.96,67.48,0.00,287.19,156.48,10.00,38.68,25.65,12.64,20.80,13.01,14.68,,,,,,,,,,866.02
Sahara Housing,511533,,INE135C01012,Finance,Housing Finance Company,43.26,23.07,45.57,76.44,0.82,4.11,13.83,0.62,0.39,76.44,13.21,10.00,13.10,0.06,45.42,23.60,1.04,4.62,19.61,16.81,28.54,59.71,73.54,124.70,1.65,2.18,1.02,30.28
Sahara Maritime,544056,,INE0PSJ01011,Transport Services,Logistics Solution Provider,17.48,0.60,8.64,14.75,0.62,1.64,13.96,2.53,0.00,14.75,11.43,10.00,0.34,0.31,1.32,11.15,1.64,2.21,3.36,,,0.12,,,0.33,,,5.37
Sahasra Electro.,,SAHASRA,INE0RBQ01018,Industrial Products,Other Industrial Products,283.25,56.62,200.29,340.03,154.44,164.97,170.99,59.48,32.67,340.03,111.51,10.00,1.63,22.82,,,,,,,,,,,,,,707.91
Sahyadri Industr,532841,SAHYADRI,INE280H01015,Other Construction Materials,Other Construction Materials,260.40,35.01,379.49,498.36,180.41,361.45,258.60,96.01,8.36,498.36,162.59,10.00,1.07,30.37,115.94,138.57,181.15,332.32,116.01,60.63,-39.08,80.19,59.32,183.27,128.07,131.05,159.47,285.04
Sai Capital,531931,,INE531X01018,Commercial Services & Supplies,Diversified Commercial Services,197.90,20.04,357.63,391.25,51.17,71.03,331.35,18.83,0.00,391.25,312.52,10.00,3.27,0.06,15.53,252.59,54.91,70.82,300.41,334.21,,2.49,1.83,,8.02,5.05,,56.99
Sai Life,544306,SAILIFE,INE570L01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,940.75,417.56,2248.72,3331.51,1622.20,2116.27,1489.48,775.49,58.11,3331.51,713.99,1.00,306.22,244.90,928.05,205.21,1179.84,1679.38,230.78,146.18,,751.71,303.68,,750.95,640.82,,19871.57
Sai Silks,543989,KALAMANDIR,INE438K01021,Retailing,Speciality Retail,115.00,300.72,1158.09,1802.18,503.44,625.82,1247.43,324.52,0.95,1802.18,922.91,2.00,270.30,237.28,464.23,830.03,414.01,546.61,153.04,61.90,,347.13,232.74,,249.19,251.20,112.86,1763.73
Saianand Commer.,512097,,INE092G01024,Commercial Services & Supplies,Trading & Distributors,0.29,2.30,18.47,43.49,0.00,0.00,24.56,2.30,0.00,43.49,22.26,1.00,0.02,0.00,0.00,19.71,0.00,0.00,21.68,16.25,20.74,9.43,15.94,0.00,0.00,0.00,0.00,6.59
Sainik Finance,530265,,INE584B01013,Cement & Cement Products,Cement & Cement Products,40.00,113.07,34.99,168.22,0.00,0.00,12.25,8.78,0.10,168.22,3.47,10.00,1.11,0.00,99.07,5.26,0.00,0.00,-1.28,-1.25,26.33,208.75,178.19,39.61,0.00,0.27,0.63,43.52
Saint-Gob. Sekur,515043,,INE068B01017,Auto Components,Auto Components & Equipments,102.50,1.43,127.52,264.75,17.98,72.99,243.88,40.27,5.60,264.75,203.61,10.00,4.11,30.86,1.27,23.65,16.82,69.22,26.74,7.73,16.37,6.33,2.02,0.00,20.03,25.31,38.17,933.91
Saj Hotels,,SAJHOTELS,INE00MT01022,Leisure Services,Hotels & Resorts,43.10,20.46,101.70,142.57,97.69,131.20,40.22,5.68,36.01,142.57,34.54,10.00,12.78,1.34,2.92,-3.85,91.64,131.20,-9.69,,,10.54,,,88.81,,,69.50
Sakar Healthcare,,SAKAR,INE732S01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,482.75,71.87,281.09,448.68,324.78,386.09,94.70,87.38,0.00,448.68,7.32,10.00,0.01,36.03,79.35,12.62,314.29,370.68,-3.78,7.41,3.50,92.86,16.70,24.75,204.65,65.69,53.33,1074.18
Saksoft,590051,SAKSOFT,INE667G01023,IT - Software,Computers - Software & Consulting,167.00,51.32,689.95,997.62,532.63,592.22,446.23,238.62,0.00,997.62,207.61,1.00,181.37,23.74,26.34,187.40,356.94,416.90,125.19,77.87,17.30,20.68,28.46,43.35,195.59,150.97,149.36,2213.59
Sakthi Finance,511066,,INE302E01014,Finance,Investment Company,31.00,1264.22,167.45,1522.87,72.24,103.14,215.67,24.98,21.14,1522.87,190.69,10.00,191.33,0.45,1175.48,103.25,70.43,99.70,44.79,21.48,397.89,1051.97,1009.35,846.63,74.95,79.28,62.76,200.58
Sakthi Sugars,507315,SAKHTISUG,INE623A01011,Agricultural Food & other Products,Sugar,17.67,835.31,56.73,1495.74,748.73,1123.05,481.92,578.67,1242.69,1495.74,-96.75,10.00,7.65,51.92,772.62,-154.84,767.51,1087.08,-910.51,-1104.00,-772.88,938.28,840.94,1196.85,824.16,993.96,1238.72,210.01
Sakuma Exports,532713,SAKUMA,INE190H01024,Commercial Services & Supplies,Trading & Distributors,2.00,44.86,567.57,895.69,69.68,75.04,824.80,163.20,43.15,895.69,661.60,1.00,64.07,60.13,99.06,453.51,1.36,5.49,376.39,295.05,93.32,86.35,3.51,128.45,4.85,7.19,2.20,313.54
SAL Automotive,539353,,INE724G01014,Auto Components,Auto Components & Equipments,208.70,26.51,39.74,145.13,35.33,67.26,98.61,94.65,0.11,145.13,3.96,10.00,1.89,65.91,26.85,2.01,33.75,61.08,-13.58,11.25,16.86,27.85,5.04,0.00,13.09,9.09,13.30,100.08
